customer_id,recency,frequency,monetary,r_score,f_score,m_score,segment
CUST008636,135,2,1545.94,3,3,3,Loyal Customer
CUST008637,40,17,7645.28,4,5,5,Champion
CUST008638,1,4,3972.39,5,4,5,Champion
CUST008639,230,2,1577.27,2,3,4,At Risk
CUST008640,305,1,815.06,2,1,2,Lost
CUST008641,493,2,1391.9099999999999,1,3,3,At Risk
CUST008646,186,6,3366.27,3,5,5,Loyal Customer
CUST008648,5,2,1471.6,5,3,3,Loyal Customer
CUST008650,67,5,4648.83,4,4,5,Champion
CUST008651,147,1,301.4,3,1,1,Needs Attention
CUST008652,282,3,2840.45,2,4,4,At Risk
CUST008653,530,1,1010.54,1,1,3,Lost
CUST008654,51,10,7082.83,4,5,5,Champion
CUST008660,421,1,342.56,1,1,1,Lost
CUST008661,777,1,1178.82,1,1,3,Lost
CUST008662,277,2,620.5,2,3,2,At Risk
CUST008663,21,4,1938.95,5,4,4,Champion
CUST008664,8,5,2018.6299999999999,5,4,4,Champion
CUST008667,330,1,226.07,2,1,1,Lost
CUST008669,19,4,2993.75,5,4,5,Champion
CUST008670,162,1,314.1,3,1,1,Needs Attention
CUST008671,249,1,566.56,2,1,2,Lost
CUST008673,585,1,142.95,1,1,1,Lost
CUST008674,52,3,2204.2200000000003,4,4,4,Champion
CUST008675,118,2,1277.0700000000002,3,3,3,Loyal Customer
CUST008676,13,12,7627.37,5,5,5,Champion
CUST008677,2,511,304929.27,5,5,5,Champion
CUST008678,60,3,1443.71,4,4,3,Loyal Customer
CUST008681,175,2,861.95,3,3,2,Loyal Customer
CUST008682,8,16,7375.4400000000005,5,5,5,Champion
CUST008684,190,1,508.86,3,1,2,Needs Attention
CUST008685,18,11,7915.48,5,5,5,Champion
CUST008686,367,1,76.69,2,1,1,Lost
CUST008690,119,1,563.64,3,1,2,Needs Attention
CUST008691,100,5,6357.54,4,4,5,Champion
CUST008692,75,2,1178.0700000000002,4,3,3,Loyal Customer
CUST008696,458,1,1198.16,1,1,3,Lost
CUST008698,776,2,595.15,1,3,2,At Risk
CUST008699,12,8,5055.25,5,5,5,Champion
CUST008700,61,9,3933.49,4,5,5,Champion
CUST008701,265,2,1696.75,2,3,4,At Risk
CUST008702,255,2,882.87,2,3,3,At Risk
CUST008704,87,5,3553.49,4,4,5,Champion
CUST008708,395,2,1306.1399999999999,1,3,3,At Risk
CUST008709,775,1,811.65,1,1,2,Lost
CUST008710,10,24,9862.58,5,5,5,Champion
CUST008711,3,2,707.66,5,3,2,Loyal Customer
CUST008712,4,6,2164.09,5,5,4,Champion
CUST008713,257,1,297.46,2,1,1,Lost
CUST008715,21,2,1122.61,5,3,3,Loyal Customer
CUST008716,573,1,1671.82,1,1,4,Lost
CUST008718,82,3,1070.6,4,4,3,Loyal Customer
CUST008719,211,1,958.92,2,1,3,Lost
CUST008720,56,1,3000.46,4,1,5,Needs Attention
CUST008723,217,1,2088.12,2,1,4,Lost
CUST008725,565,1,487.7,1,1,2,Lost
CUST008726,20,12,6130.48,5,5,5,Champion
CUST008727,23,9,5261.92,5,5,5,Champion
CUST008728,59,1,726.14,4,1,2,Needs Attention
CUST008729,5,5,3724.56,5,4,5,Champion
CUST008731,298,2,936.57,2,3,3,At Risk
CUST008732,33,4,3645.7300000000005,5,4,5,Champion
CUST008734,56,6,2206.54,4,5,4,Champion
CUST008735,375,2,652.39,2,3,2,At Risk
CUST008736,712,1,425.72,1,1,1,Lost
CUST008744,182,3,1729.29,3,4,4,Loyal Customer
CUST008745,2,22,14479.55,5,5,5,Champion
CUST008746,494,2,767.13,1,3,2,At Risk
CUST008748,32,3,1274.7,5,4,3,Loyal Customer
CUST008749,324,5,1972.17,2,4,4,At Risk
CUST008750,137,5,2292.83,3,4,4,Loyal Customer
CUST008751,15,3,1150.63,5,4,3,Loyal Customer
CUST008752,69,3,733.62,4,4,2,Loyal Customer
CUST008755,105,1,87.15,3,1,1,Needs Attention
CUST008757,3,64,34747.42,5,5,5,Champion
CUST008759,135,7,3867.9,3,5,5,Loyal Customer
CUST008761,836,1,99.18,1,1,1,Lost
CUST008763,370,1,241.76,2,1,1,Lost
CUST008764,8,2,888.74,5,3,3,Loyal Customer
CUST008766,14,15,7115.45,5,5,5,Champion
CUST008771,1,4,1900.6599999999999,5,4,4,Champion
CUST008773,341,1,834.76,2,1,2,Lost
CUST008776,659,2,1374.1,1,3,3,At Risk
CUST008777,498,3,1177.19,1,4,3,At Risk
CUST008778,502,1,378.32,1,1,1,Lost
CUST008779,20,5,2211.25,5,4,4,Champion
CUST008781,59,2,552.62,4,3,2,Loyal Customer
CUST008782,490,5,1619.98,1,4,4,At Risk
CUST008783,438,2,647.28,1,3,2,At Risk
CUST008784,262,1,1312.66,2,1,3,Lost
CUST008785,28,4,3960.5699999999997,5,4,5,Champion
CUST008786,77,4,3207.3700000000003,4,4,5,Champion
CUST008788,377,3,2481.54,2,4,4,At Risk
CUST008789,685,1,851.98,1,1,2,Lost
CUST008790,29,6,6383.87,5,5,5,Champion
CUST008791,299,1,669.67,2,1,2,Lost
CUST008792,11,7,3672.4900000000002,5,5,5,Champion
CUST008794,260,1,317.74,2,1,1,Lost
CUST008795,616,1,532.94,1,1,2,Lost
CUST008796,334,2,613.75,2,3,2,At Risk
CUST008799,417,1,310.77,1,1,1,Lost
CUST008800,391,1,108.51,2,1,1,Lost
CUST008801,803,1,922.78,1,1,3,Lost
CUST008803,1,1,446.78,5,1,2,Needs Attention
CUST008810,234,1,1964.27,2,1,4,Lost
CUST008813,325,1,610.53,2,1,2,Lost
CUST008814,61,5,2181.33,4,4,4,Champion
CUST008816,16,33,18493.57,5,5,5,Champion
CUST008819,68,8,4794.56,4,5,5,Champion
CUST008820,926,1,546.22,1,1,2,Lost
CUST008822,166,1,512.73,3,1,2,Needs Attention
CUST008825,128,6,2631.78,3,5,4,Loyal Customer
CUST008826,40,13,7460.36,4,5,5,Champion
CUST008828,388,2,252.4,2,3,1,At Risk
CUST008829,278,1,503.64,2,1,2,Lost
CUST008831,272,3,1457.15,2,4,3,At Risk
CUST008832,396,1,301.4,1,1,1,Lost
CUST008835,329,1,461.79,2,1,2,Lost
CUST008837,51,9,3108.31,4,5,5,Champion
CUST008838,226,2,691.67,2,3,2,At Risk
CUST008840,393,1,894.16,1,1,3,Lost
CUST008841,36,9,4654.23,5,5,5,Champion
CUST008842,32,5,2576.74,5,4,4,Champion
CUST008843,214,1,503.64,2,1,2,Lost
CUST008844,139,1,882.34,3,1,3,Needs Attention
CUST008845,594,1,85.01,1,1,1,Lost
CUST008846,51,1,543.41,4,1,2,Needs Attention
CUST008847,179,4,1314.6299999999999,3,4,3,Loyal Customer
CUST008849,19,7,2919.28,5,5,5,Champion
CUST008851,106,2,1453.3600000000001,3,3,3,Loyal Customer
CUST008853,497,1,396.53,1,1,1,Lost
CUST008856,14,23,16797.739999999998,5,5,5,Champion
CUST008858,71,2,697.92,4,3,2,Loyal Customer
CUST008859,9,3,744.23,5,4,2,Loyal Customer
CUST008861,183,1,74.91,3,1,1,Needs Attention
CUST008862,875,1,1574.44,1,1,4,Lost
CUST008863,288,1,56.4,2,1,1,Lost
CUST008864,81,7,2242.44,4,5,4,Champion
CUST008866,131,1,442.04,3,1,2,Needs Attention
CUST008868,17,2,1391.29,5,3,3,Loyal Customer
CUST008871,449,2,723.82,1,3,2,At Risk
CUST008873,40,30,17860.14,4,5,5,Champion
CUST008875,69,1,283.32,4,1,1,Needs Attention
CUST008879,56,1,91.51,4,1,1,Needs Attention
CUST008880,241,6,1557.34,2,5,4,At Risk
CUST008881,675,1,514.82,1,1,2,Lost
CUST008883,87,1,1096.53,4,1,3,Needs Attention
CUST008884,501,1,18.74,1,1,1,Lost
CUST008886,48,14,7616.09,4,5,5,Champion
CUST008887,247,4,2329.9900000000002,2,4,4,At Risk
CUST008888,38,11,4129.08,5,5,5,Champion
CUST008890,70,1,402.66,4,1,1,Needs Attention
CUST008891,110,2,600.46,3,3,2,Loyal Customer
CUST008892,322,1,512.14,2,1,2,Lost
CUST008894,12,48,30398.13,5,5,5,Champion
CUST008895,22,6,1649.2,5,5,4,Champion
CUST008898,231,3,1838.6799999999998,2,4,4,At Risk
CUST008899,145,3,922.22,3,4,3,Loyal Customer
CUST008900,131,2,498.90999999999997,3,3,2,Loyal Customer
CUST008905,132,1,172.42,3,1,1,Needs Attention
CUST008908,149,2,532.61,3,3,2,Loyal Customer
CUST008909,318,3,2581.34,2,4,4,At Risk
CUST008910,440,1,520.77,1,1,2,Lost
CUST008912,41,1,160.2,4,1,1,Needs Attention
CUST008914,4,3,468.47999999999996,5,4,2,Loyal Customer
CUST008916,18,4,987.41,5,4,3,Loyal Customer
CUST008917,290,4,3061.06,2,4,5,At Risk
CUST008918,443,2,598.1800000000001,1,3,2,At Risk
CUST008920,190,5,3448.6499999999996,3,4,5,Loyal Customer
CUST008922,14,2,2722.76,5,3,4,Loyal Customer
CUST008924,81,12,8019.63,4,5,5,Champion
CUST008925,276,1,1315.88,2,1,3,Lost
CUST008926,34,1,119.85,5,1,1,Needs Attention
CUST008927,115,2,356.9,3,3,1,Loyal Customer
CUST008928,98,1,480.06,4,1,2,Needs Attention
CUST008930,55,2,352.53,4,3,1,Loyal Customer
CUST008931,229,3,1709.33,2,4,4,At Risk
CUST008932,359,1,99.93,2,1,1,Lost
CUST008935,63,1,1108.2,4,1,3,Needs Attention
CUST008936,58,2,615.94,4,3,2,Loyal Customer
CUST008938,141,1,743.43,3,1,2,Needs Attention
CUST008940,423,1,474.28,1,1,2,Lost
CUST008942,149,1,247.0,3,1,1,Needs Attention
CUST008944,315,3,1372.02,2,4,3,At Risk
CUST008946,20,3,2079.77,5,4,4,Champion
CUST008947,767,1,69.44,1,1,1,Lost
CUST008948,110,1,243.11,3,1,1,Needs Attention
CUST008949,72,5,1955.41,4,4,4,Champion
CUST008950,108,3,1242.48,3,4,3,Loyal Customer
CUST008951,55,10,6156.87,4,5,5,Champion
CUST008952,68,4,2116.89,4,4,4,Champion
CUST008954,607,1,749.38,1,1,2,Lost
CUST008956,17,6,1777.6399999999999,5,5,4,Champion
CUST008957,446,1,1869.8,1,1,4,Lost
CUST008958,222,2,1197.96,2,3,3,At Risk
CUST008959,74,5,1968.34,4,4,4,Champion
CUST008960,33,20,18482.98,5,5,5,Champion
CUST008961,219,3,3705.2200000000003,2,4,5,At Risk
CUST008962,376,2,280.55,2,3,1,At Risk
CUST008963,311,1,398.55,2,1,1,Lost
CUST008965,3,26,17071.27,5,5,5,Champion
CUST008966,93,3,944.08,4,4,3,Loyal Customer
CUST008967,182,2,340.98,3,3,1,Loyal Customer
CUST008969,7,5,2298.69,5,4,4,Champion
CUST008970,91,1,295.56,4,1,1,Needs Attention
CUST008971,87,1,214.88,4,1,1,Needs Attention
CUST008973,499,1,163.11,1,1,1,Lost
CUST008975,193,2,1383.87,3,3,3,Loyal Customer
CUST008977,111,4,2722.11,3,4,4,Loyal Customer
CUST008980,26,2,600.37,5,3,2,Loyal Customer
CUST008981,3,4,1123.21,5,4,3,Loyal Customer
CUST008982,234,4,1161.05,2,4,3,At Risk
CUST008985,99,2,674.77,4,3,2,Loyal Customer
CUST008987,422,1,223.34,1,1,1,Lost
CUST008988,15,1,1320.77,5,1,3,Needs Attention
CUST008990,200,2,481.64000000000004,3,3,2,Loyal Customer
CUST008992,217,1,86.03,2,1,1,Lost
CUST008993,327,2,1953.58,2,3,4,At Risk
CUST008995,12,9,6980.03,5,5,5,Champion
CUST008996,223,2,2604.33,2,3,4,At Risk
CUST008999,34,2,1026.31,5,3,3,Loyal Customer
CUST009000,206,3,921.6600000000001,2,4,3,At Risk
CUST009001,338,1,2441.24,2,1,4,Lost
CUST009002,70,5,1960.44,4,4,4,Champion
CUST009003,17,8,4624.49,5,5,5,Champion
CUST009004,20,4,2390.92,5,4,4,Champion
CUST009006,550,1,96.43,1,1,1,Lost
CUST009007,533,1,241.06,1,1,1,Lost
CUST009008,144,1,1540.45,3,1,3,Needs Attention
CUST009009,178,3,3794.99,3,4,5,Loyal Customer
CUST009010,72,3,2600.03,4,4,4,Champion
CUST009011,816,1,566.51,1,1,2,Lost
CUST009013,456,1,735.66,1,1,2,Lost
CUST009014,570,1,790.36,1,1,2,Lost
CUST009016,514,2,345.35,1,3,1,At Risk
CUST009018,162,5,3485.34,3,4,5,Loyal Customer
CUST009021,277,1,558.94,2,1,2,Lost
CUST009022,96,6,3687.33,4,5,5,Champion
CUST009024,4,23,14015.150000000001,5,5,5,Champion
CUST009025,289,1,517.63,2,1,2,Lost
CUST009026,64,10,4234.08,4,5,5,Champion
CUST009029,70,4,1917.4,4,4,4,Champion
CUST009030,29,21,10336.27,5,5,5,Champion
CUST009031,49,5,3579.69,4,4,5,Champion
CUST009032,225,3,2755.13,2,4,4,At Risk
CUST009035,47,1,677.37,4,1,2,Needs Attention
CUST009036,87,1,888.28,4,1,3,Needs Attention
CUST009038,469,1,78.32,1,1,1,Lost
CUST009039,10,1,91.67,5,1,1,Needs Attention
CUST009041,192,1,106.73,3,1,1,Needs Attention
CUST009043,468,2,1326.38,1,3,3,At Risk
CUST009046,7,6,2179.79,5,5,4,Champion
CUST009047,174,1,522.47,3,1,2,Needs Attention
CUST009049,344,1,502.94,2,1,2,Lost
CUST009054,294,1,39.39,2,1,1,Lost
CUST009055,1,4,2668.89,5,4,4,Champion
CUST009057,243,1,300.93,2,1,1,Lost
CUST009058,352,1,175.71,2,1,1,Lost
CUST009060,65,1,1388.1,4,1,3,Needs Attention
CUST009062,319,1,494.18,2,1,2,Lost
CUST009063,203,1,510.51,3,1,2,Needs Attention
CUST009064,359,2,1065.57,2,3,3,At Risk
CUST009065,458,3,1087.06,1,4,3,At Risk
CUST009069,81,5,2677.91,4,4,4,Champion
CUST009070,317,2,182.92000000000002,2,3,1,At Risk
CUST009071,61,3,3287.5699999999997,4,4,5,Champion
CUST009072,26,2,2580.54,5,3,4,Loyal Customer
CUST009073,173,1,211.25,3,1,1,Needs Attention
CUST009075,10,7,5385.599999999999,5,5,5,Champion
CUST009076,65,4,1049.8400000000001,4,4,3,Loyal Customer
CUST009078,57,3,2304.9,4,4,4,Champion
CUST009079,502,3,501.89,1,4,2,At Risk
CUST009081,60,5,2322.02,4,4,4,Champion
CUST009082,151,1,174.73,3,1,1,Needs Attention
CUST009087,3,11,7249.42,5,5,5,Champion
CUST009088,91,20,9922.6,4,5,5,Champion
CUST009089,221,2,846.14,2,3,2,At Risk
CUST009091,698,1,824.73,1,1,2,Lost
CUST009093,45,7,4019.64,4,5,5,Champion
CUST009094,60,1,253.22,4,1,1,Needs Attention
CUST009096,83,5,2696.84,4,4,4,Champion
CUST009098,128,1,645.1,3,1,2,Needs Attention
CUST009100,8,14,6065.08,5,5,5,Champion
CUST009101,1007,1,941.07,1,1,3,Lost
CUST009102,18,4,2275.23,5,4,4,Champion
CUST009103,110,10,4425.5,3,5,5,Loyal Customer
CUST009106,56,1,1569.57,4,1,4,Needs Attention
CUST009107,322,1,1754.81,2,1,4,Lost
CUST009109,209,4,1644.55,2,4,4,At Risk
CUST009111,61,4,1052.52,4,4,3,Loyal Customer
CUST009116,230,2,804.12,2,3,2,At Risk
CUST009117,266,2,671.24,2,3,2,At Risk
CUST009118,50,2,868.56,4,3,2,Loyal Customer
CUST009119,102,3,1717.3999999999999,3,4,4,Loyal Customer
CUST009120,438,1,217.64,1,1,1,Lost
CUST009122,64,4,1866.94,4,4,4,Champion
CUST009123,248,2,281.33000000000004,2,3,1,At Risk
CUST009125,27,5,3496.87,5,4,5,Champion
CUST009126,12,23,11358.78,5,5,5,Champion
CUST009127,20,3,1438.84,5,4,3,Loyal Customer
CUST009128,733,1,219.25,1,1,1,Lost
CUST009129,120,1,130.98,3,1,1,Needs Attention
CUST009131,237,2,763.27,2,3,2,At Risk
CUST009132,66,3,1181.48,4,4,3,Loyal Customer
CUST009136,44,2,755.08,4,3,2,Loyal Customer
CUST009138,156,1,199.88,3,1,1,Needs Attention
CUST009139,8,9,5224.94,5,5,5,Champion
CUST009141,77,7,6713.29,4,5,5,Champion
CUST009142,765,1,78.37,1,1,1,Lost
CUST009145,236,1,562.54,2,1,2,Lost
CUST009147,307,5,2998.54,2,4,5,At Risk
CUST009148,883,1,1073.2,1,1,3,Lost
CUST009149,405,5,1651.0900000000001,1,4,4,At Risk
CUST009150,350,3,755.0899999999999,2,4,2,At Risk
CUST009151,57,1,749.78,4,1,2,Needs Attention
CUST009153,38,5,4305.16,5,4,5,Champion
CUST009154,536,2,1308.6399999999999,1,3,3,At Risk
CUST009156,108,12,5291.400000000001,3,5,5,Loyal Customer
CUST009157,684,1,696.62,1,1,2,Lost
CUST009158,666,1,464.96,1,1,2,Lost
CUST009160,330,3,1226.4,2,4,3,At Risk
CUST009161,557,1,696.93,1,1,2,Lost
CUST009163,47,1,94.96,4,1,1,Needs Attention
CUST009164,7,1,310.19,5,1,1,Needs Attention
CUST009167,198,1,499.45,3,1,2,Needs Attention
CUST009169,156,3,1126.73,3,4,3,Loyal Customer
CUST009172,303,4,2693.9700000000003,2,4,4,At Risk
CUST009173,175,2,927.15,3,3,3,Loyal Customer
CUST009175,299,1,32.91,2,1,1,Lost
CUST009177,61,11,5624.93,4,5,5,Champion
CUST009180,2,2,1283.3899999999999,5,3,3,Loyal Customer
CUST009181,84,3,809.91,4,4,2,Loyal Customer
CUST009183,34,6,1500.55,5,5,3,Loyal Customer
CUST009185,187,1,492.5,3,1,2,Needs Attention
CUST009187,68,1,648.34,4,1,2,Needs Attention
CUST009188,42,1,450.63,4,1,2,Needs Attention
CUST009190,118,2,502.73,3,3,2,Loyal Customer
CUST009191,267,1,609.3,2,1,2,Lost
CUST009194,22,6,3631.86,5,5,5,Champion
CUST009195,234,2,1049.58,2,3,3,At Risk
CUST009196,386,2,904.57,2,3,3,At Risk
CUST009198,102,1,1426.28,3,1,3,Needs Attention
CUST009201,835,1,447.1,1,1,2,Lost
CUST009202,54,4,1079.63,4,4,3,Loyal Customer
CUST009203,531,1,321.12,1,1,1,Lost
CUST009205,564,1,1604.98,1,1,4,Lost
CUST009206,689,1,62.0,1,1,1,Lost
CUST009209,188,2,2352.0,3,3,4,Loyal Customer
CUST009210,71,10,4488.57,4,5,5,Champion
CUST009211,53,10,4300.349999999999,4,5,5,Champion
CUST009213,260,1,311.49,2,1,1,Lost
CUST009215,424,1,206.21,1,1,1,Lost
CUST009217,685,1,110.47,1,1,1,Lost
CUST009219,546,1,458.38,1,1,2,Lost
CUST009221,98,3,1596.67,4,4,4,Champion
CUST009223,150,6,2430.0699999999997,3,5,4,Loyal Customer
CUST009224,252,1,311.04,2,1,1,Lost
CUST009225,244,1,448.09,2,1,2,Lost
CUST009226,109,8,3905.71,3,5,5,Loyal Customer
CUST009227,518,1,1357.42,1,1,3,Lost
CUST009228,25,3,3583.08,5,4,5,Champion
CUST009229,561,1,734.43,1,1,2,Lost
CUST009230,41,4,2722.8999999999996,4,4,4,Champion
CUST009231,208,2,1184.35,2,3,3,At Risk
CUST009232,87,1,316.24,4,1,1,Needs Attention
CUST009233,488,2,1578.72,1,3,4,At Risk
CUST009234,254,1,411.18,2,1,1,Lost
CUST009235,434,1,401.56,1,1,1,Lost
CUST009236,204,1,707.87,2,1,2,Lost
CUST009237,33,6,2408.36,5,5,4,Champion
CUST009239,43,3,2077.99,4,4,4,Champion
CUST009243,2,4,3024.4,5,4,5,Champion
CUST009244,114,3,1421.55,3,4,3,Loyal Customer
CUST009245,1,14,8514.67,5,5,5,Champion
CUST009247,76,1,52.9,4,1,1,Needs Attention
CUST009249,186,1,448.13,3,1,2,Needs Attention
CUST009251,293,1,313.99,2,1,1,Lost
CUST009252,208,2,856.35,2,3,2,At Risk
CUST009255,1,8,6020.27,5,5,5,Champion
CUST009256,99,2,1454.42,4,3,3,Loyal Customer
CUST009257,234,4,1164.73,2,4,3,At Risk
CUST009258,83,4,2772.3599999999997,4,4,4,Champion
CUST009261,24,8,4435.610000000001,5,5,5,Champion
CUST009263,127,2,1478.02,3,3,3,Loyal Customer
CUST009266,23,4,3885.2,5,4,5,Champion
CUST009268,94,1,330.26,4,1,1,Needs Attention
CUST009270,576,1,127.81,1,1,1,Lost
CUST009271,65,1,1016.03,4,1,3,Needs Attention
CUST009272,62,14,6690.38,4,5,5,Champion
CUST009273,90,2,1644.99,4,3,4,Loyal Customer
CUST009274,223,2,741.97,2,3,2,At Risk
CUST009275,162,1,206.01,3,1,1,Needs Attention
CUST009276,273,1,87.15,2,1,1,Lost
CUST009278,263,1,95.23,2,1,1,Lost
CUST009280,47,2,809.53,4,3,2,Loyal Customer
CUST009281,937,1,383.52,1,1,1,Lost
CUST009282,341,1,737.61,2,1,2,Lost
CUST009284,449,1,607.0,1,1,2,Lost
CUST009285,79,4,1103.19,4,4,3,Loyal Customer
CUST009286,157,1,1046.41,3,1,3,Needs Attention
CUST009287,20,3,909.04,5,4,3,Loyal Customer
CUST009288,50,2,678.69,4,3,2,Loyal Customer
CUST009289,34,6,2204.4,5,5,4,Champion
CUST009293,74,4,4453.92,4,4,5,Champion
CUST009294,243,2,1498.85,2,3,3,At Risk
CUST009295,9,2,929.83,5,3,3,Loyal Customer
CUST009297,36,3,2387.53,5,4,4,Champion
CUST009299,26,4,3222.91,5,4,5,Champion
CUST009300,362,1,1469.73,2,1,3,Lost
CUST009305,846,1,341.87,1,1,1,Lost
CUST009306,208,1,1778.21,2,1,4,Lost
CUST009307,830,1,366.69,1,1,1,Lost
CUST009309,351,2,763.87,2,3,2,At Risk
CUST009310,252,3,695.24,2,4,2,At Risk
CUST009312,41,4,1859.61,4,4,4,Champion
CUST009313,477,1,652.5,1,1,2,Lost
CUST009318,39,4,1510.74,5,4,3,Loyal Customer
CUST009320,67,5,2109.12,4,4,4,Champion
CUST009321,155,4,4553.08,3,4,5,Loyal Customer
CUST009322,5,4,2291.01,5,4,4,Champion
CUST009323,115,2,411.12,3,3,1,Loyal Customer
CUST009325,282,4,1925.47,2,4,4,At Risk
CUST009326,107,8,6346.7,3,5,5,Loyal Customer
CUST009328,261,1,307.88,2,1,1,Lost
CUST009329,379,1,81.69,2,1,1,Lost
CUST009330,385,1,1320.55,2,1,3,Lost
CUST009332,965,2,1601.1799999999998,1,3,4,At Risk
CUST009333,41,5,1445.98,4,4,3,Loyal Customer
CUST009334,134,1,224.43,3,1,1,Needs Attention
CUST009335,122,2,2074.55,3,3,4,Loyal Customer
CUST009337,87,2,280.19,4,3,1,Loyal Customer
CUST009339,49,5,2173.65,4,4,4,Champion
CUST009340,112,4,3510.31,3,4,5,Loyal Customer
CUST009342,427,1,490.86,1,1,2,Lost
CUST009343,64,3,2501.23,4,4,4,Champion
CUST009344,244,2,180.01999999999998,2,3,1,At Risk
CUST009346,722,1,159.75,1,1,1,Lost
CUST009347,360,3,941.86,2,4,3,At Risk
CUST009351,215,1,180.6,2,1,1,Lost
CUST009352,68,2,688.89,4,3,2,Loyal Customer
CUST009353,152,1,313.22,3,1,1,Needs Attention
CUST009354,181,3,1280.96,3,4,3,Loyal Customer
CUST009355,131,1,566.51,3,1,2,Needs Attention
CUST009357,138,13,6378.86,3,5,5,Loyal Customer
CUST009359,197,1,274.58,3,1,1,Needs Attention
CUST009360,1,33,20291.27,5,5,5,Champion
CUST009361,6,8,3207.5,5,5,5,Champion
CUST009365,65,5,1719.22,4,4,4,Champion
CUST009366,16,3,918.9300000000001,5,4,3,Loyal Customer
CUST009367,294,1,546.22,2,1,2,Lost
CUST009368,383,3,1137.4699999999998,2,4,3,At Risk
CUST009370,468,1,143.92,1,1,1,Lost
CUST009371,126,1,589.74,3,1,2,Needs Attention
CUST009373,410,1,425.24,1,1,1,Lost
CUST009375,183,3,1450.58,3,4,3,Loyal Customer
CUST009379,318,2,1058.8,2,3,3,At Risk
CUST009381,23,2,1599.92,5,3,4,Loyal Customer
CUST009382,317,1,545.35,2,1,2,Lost
CUST009384,402,2,1322.06,1,3,3,At Risk
CUST009388,223,1,157.59,2,1,1,Lost
CUST009389,319,3,1583.1799999999998,2,4,4,At Risk
CUST009391,75,3,1520.26,4,4,3,Loyal Customer
CUST009394,446,2,592.52,1,3,2,At Risk
CUST009395,88,2,2981.98,4,3,5,Loyal Customer
CUST009396,854,1,420.24,1,1,1,Lost
CUST009397,16,11,5573.179999999999,5,5,5,Champion
CUST009398,136,1,635.39,3,1,2,Needs Attention
CUST009399,91,1,1429.56,4,1,3,Needs Attention
CUST009400,212,6,2882.62,2,5,4,At Risk
CUST009404,66,1,199.88,4,1,1,Needs Attention
CUST009405,59,4,2115.63,4,4,4,Champion
CUST009407,132,2,1741.7400000000002,3,3,4,Loyal Customer
CUST009408,94,3,1254.6399999999999,4,4,3,Loyal Customer
CUST009409,586,1,405.72,1,1,1,Lost
CUST009410,4,13,5426.76,5,5,5,Champion
CUST009413,38,5,1955.12,5,4,4,Champion
CUST009414,94,8,4051.11,4,5,5,Champion
CUST009415,220,1,243.13,2,1,1,Lost
CUST009417,138,4,1344.71,3,4,3,Loyal Customer
CUST009418,370,3,623.75,2,4,2,At Risk
CUST009419,243,2,1192.36,2,3,3,At Risk
CUST009420,140,11,4608.75,3,5,5,Loyal Customer
CUST009422,58,2,568.62,4,3,2,Loyal Customer
CUST009423,97,5,2367.14,4,4,4,Champion
CUST009427,347,1,578.41,2,1,2,Lost
CUST009431,860,1,335.43,1,1,1,Lost
CUST009432,123,1,424.03,3,1,1,Needs Attention
CUST009433,245,1,141.71,2,1,1,Lost
CUST009434,134,3,1409.67,3,4,3,Loyal Customer
CUST009435,120,1,803.3,3,1,2,Needs Attention
CUST009438,331,1,220.45,2,1,1,Lost
CUST009440,188,1,2282.05,3,1,4,Needs Attention
CUST009441,176,2,419.18,3,3,1,Loyal Customer
CUST009444,651,1,219.27,1,1,1,Lost
CUST009447,466,1,966.28,1,1,3,Lost
CUST009448,318,2,661.38,2,3,2,At Risk
CUST009449,79,8,3984.24,4,5,5,Champion
CUST009453,474,3,4210.27,1,4,5,At Risk
CUST009454,69,1,81.44,4,1,1,Needs Attention
CUST009455,55,4,3169.3199999999997,4,4,5,Champion
CUST009456,130,8,5078.31,3,5,5,Loyal Customer
CUST009457,111,2,1319.86,3,3,3,Loyal Customer
CUST009460,40,4,1297.98,4,4,3,Loyal Customer
CUST009464,659,2,805.44,1,3,2,At Risk
CUST009465,78,1,167.88,4,1,1,Needs Attention
CUST009466,18,5,2107.42,5,4,4,Champion
CUST009467,292,7,2837.41,2,5,4,At Risk
CUST009468,319,4,3001.2,2,4,5,At Risk
CUST009469,147,1,323.19,3,1,1,Needs Attention
CUST009471,49,3,592.62,4,4,2,Loyal Customer
CUST009472,408,3,2249.06,1,4,4,At Risk
CUST009473,103,1,285.94,3,1,1,Needs Attention
CUST009475,177,3,1251.98,3,4,3,Loyal Customer
CUST009476,60,3,2756.0699999999997,4,4,4,Champion
CUST009479,848,1,275.36,1,1,1,Lost
CUST009481,31,1,1829.85,5,1,4,Needs Attention
CUST009482,400,5,4475.5,1,4,5,At Risk
CUST009483,853,1,574.18,1,1,2,Lost
CUST009484,258,3,1098.21,2,4,3,At Risk
CUST009487,220,2,502.05,2,3,2,At Risk
CUST009488,81,3,1276.94,4,4,3,Loyal Customer
CUST009489,23,17,8450.17,5,5,5,Champion
CUST009491,331,2,1191.85,2,3,3,At Risk
CUST009493,445,1,293.86,1,1,1,Lost
CUST009496,86,4,1478.16,4,4,3,Loyal Customer
CUST009498,631,2,1164.76,1,3,3,At Risk
CUST009499,151,3,1352.7,3,4,3,Loyal Customer
CUST009500,414,1,844.62,1,1,2,Lost
CUST009501,15,59,38892.08,5,5,5,Champion
CUST009503,129,7,7841.0,3,5,5,Loyal Customer
