payment_id,order_id,payment_method,amount,payment_date
PAY0013524,ORD0013524,Credit Card,341.09,2026-03-25
PAY0013525,ORD0013525,Debit Card,641.81,2025-12-07
PAY0013526,ORD0013526,Credit Card,1058.71,2026-01-30
PAY0013527,ORD0013527,Credit Card,211.74,2025-05-13
PAY0013528,ORD0013528,Credit Card,489.44,2026-03-14
PAY0013529,ORD0013529,Credit Card,179.94,2024-05-02
PAY0013531,ORD0013531,COD,293.42,2026-05-24
PAY0013532,ORD0013532,Credit Card,454.56,2025-01-08
PAY0013533,ORD0013533,Credit Card,972.94,2026-04-05
PAY0013534,ORD0013534,Credit Card,2198.07,2025-07-28
PAY0013536,ORD0013536,Wallet,361.7,2026-05-08
PAY0013537,ORD0013537,UPI/Pix,397.63,2026-04-04
PAY0013538,ORD0013538,Debit Card,1150.17,2025-10-08
PAY0013539,ORD0013539,Debit Card,376.38,2026-06-26
PAY0013540,ORD0013540,UPI/Pix,402.66,2024-07-12
PAY0013541,ORD0013541,UPI/Pix,390.23,2025-02-03
PAY0013543,ORD0013543,UPI/Pix,99.36,2025-03-02
PAY0013545,ORD0013545,Credit Card,143.92,2026-04-18
PAY0013546,ORD0013546,Credit Card,624.97,2026-02-28
PAY0013548,ORD0013548,Credit Card,425.3,2026-04-08
PAY0013549,ORD0013549,Credit Card,207.47,2024-11-16
PAY0013550,ORD0013550,UPI/Pix,835.45,2023-10-10
PAY0013551,ORD0013551,UPI/Pix,490.86,2026-03-10
PAY0013553,ORD0013553,Credit Card,725.42,2026-04-26
PAY0013554,ORD0013554,Credit Card,685.33,2025-02-04
PAY0013555,ORD0013555,Debit Card,557.58,2026-06-17
PAY0013557,ORD0013557,Debit Card,748.68,2024-09-17
PAY0013558,ORD0013558,Debit Card,581.01,2025-08-24
PAY0013559,ORD0013559,COD,437.54,2026-01-15
PAY0013561,ORD0013561,Credit Card,379.79,2025-09-29
PAY0013563,ORD0013563,Credit Card,874.64,2025-01-21
PAY0013564,ORD0013564,Debit Card,736.8,2026-03-20
PAY0013566,ORD0013566,Wallet,290.73,2025-07-09
PAY0013567,ORD0013567,Wallet,723.4,2026-05-30
PAY0013568,ORD0013568,Credit Card,227.28,2024-11-28
PAY0013569,ORD0013569,Debit Card,291.01,2025-10-05
PAY0013570,ORD0013570,Credit Card,465.19,2026-03-05
PAY0013571,ORD0013571,Credit Card,788.14,2025-08-25
PAY0013573,ORD0013573,COD,160.2,2025-10-31
PAY0013574,ORD0013574,UPI/Pix,180.24,2024-12-25
PAY0013575,ORD0013575,UPI/Pix,237.9,2025-06-19
PAY0013576,ORD0013576,COD,644.02,2026-04-08
PAY0013577,ORD0013577,Debit Card,562.82,2025-08-05
PAY0013578,ORD0013578,UPI/Pix,192.83,2026-01-24
PAY0013579,ORD0013579,Debit Card,925.4,2026-03-12
PAY0013580,ORD0013580,Credit Card,1160.27,2025-10-07
PAY0013581,ORD0013581,UPI/Pix,775.04,2025-10-01
PAY0013583,ORD0013583,Credit Card,443.04,2025-09-05
PAY0013584,ORD0013584,Debit Card,450.76,2025-01-09
PAY0013586,ORD0013586,COD,706.85,2024-03-20
PAY0013587,ORD0013587,Credit Card,518.4,2024-11-20
PAY0013589,ORD0013589,Wallet,109.67,2026-04-26
PAY0013590,ORD0013590,UPI/Pix,629.89,2025-06-20
PAY0013591,ORD0013591,UPI/Pix,631.92,2025-06-11
PAY0013593,ORD0013593,Credit Card,68.72,2024-03-29
PAY0013594,ORD0013594,UPI/Pix,547.82,2026-05-19
PAY0013596,ORD0013596,Debit Card,332.25,2024-08-20
PAY0013597,ORD0013597,Credit Card,734.14,2024-09-15
PAY0013598,ORD0013598,Credit Card,169.08,2026-04-26
PAY0013599,ORD0013599,Credit Card,66.84,2025-10-08
PAY0013600,ORD0013600,Debit Card,690.06,2025-10-11
PAY0013601,ORD0013601,Credit Card,61.84,2026-04-29
PAY0013602,ORD0013602,Wallet,683.81,2026-03-16
PAY0013603,ORD0013603,Credit Card,598.3,2026-06-26
PAY0013604,ORD0013604,UPI/Pix,457.05,2026-03-11
PAY0013605,ORD0013605,UPI/Pix,55.5,2025-11-03
PAY0013606,ORD0013606,Credit Card,39.36,2024-03-23
PAY0013607,ORD0013607,Credit Card,40.89,2024-11-05
PAY0013608,ORD0013608,Debit Card,737.27,2025-12-25
PAY0013610,ORD0013610,UPI/Pix,422.66,2024-09-06
PAY0013611,ORD0013611,Debit Card,832.44,2025-04-06
PAY0013612,ORD0013612,UPI/Pix,289.69,2026-05-28
PAY0013613,ORD0013613,UPI/Pix,85.96,2025-12-31
PAY0013614,ORD0013614,Credit Card,695.6,2024-11-25
PAY0013615,ORD0013615,Credit Card,160.94,2026-02-08
PAY0013616,ORD0013616,UPI/Pix,1234.68,2024-05-03
PAY0013617,ORD0013617,Credit Card,96.97,2026-03-23
PAY0013618,ORD0013618,Debit Card,274.5,2026-06-02
PAY0013619,ORD0013619,Credit Card,185.64,2025-11-21
PAY0013620,ORD0013620,Wallet,969.18,2024-09-28
PAY0013621,ORD0013621,UPI/Pix,1051.54,2024-01-20
PAY0013622,ORD0013622,Credit Card,369.16,2025-11-01
PAY0013623,ORD0013623,Credit Card,675.69,2024-07-11
PAY0013625,ORD0013625,UPI/Pix,700.17,2025-10-08
PAY0013626,ORD0013626,Credit Card,1960.15,2025-06-11
PAY0013627,ORD0013627,Credit Card,318.92,2023-09-24
PAY0013628,ORD0013628,Credit Card,308.26,2026-01-07
PAY0013629,ORD0013629,Wallet,489.3,2025-11-17
PAY0013630,ORD0013630,UPI/Pix,315.5,2025-07-02
PAY0013631,ORD0013631,UPI/Pix,31.75,2026-04-26
PAY0013632,ORD0013632,Credit Card,805.23,2025-05-31
PAY0013633,ORD0013633,UPI/Pix,48.04,2024-12-18
PAY0013634,ORD0013634,UPI/Pix,1014.45,2025-12-08
PAY0013635,ORD0013635,UPI/Pix,122.76,2026-05-13
PAY0013636,ORD0013636,COD,624.92,2026-06-16
PAY0013637,ORD0013637,COD,237.9,2023-09-08
PAY0013638,ORD0013638,COD,403.65,2025-03-25
PAY0013641,ORD0013641,Debit Card,217.92,2025-05-12
PAY0013642,ORD0013642,COD,170.29,2025-09-17
PAY0013643,ORD0013643,Debit Card,467.49,2025-05-13
PAY0013644,ORD0013644,Credit Card,239.45,2024-02-17
PAY0013645,ORD0013645,Credit Card,467.72,2025-07-28
PAY0013646,ORD0013646,Wallet,1082.1,2026-05-16
PAY0013647,ORD0013647,UPI/Pix,12.29,2025-06-13
PAY0013648,ORD0013648,COD,538.83,2025-10-08
PAY0013649,ORD0013649,Wallet,755.58,2023-12-19
PAY0013651,ORD0013651,Credit Card,233.62,2026-05-28
PAY0013652,ORD0013652,UPI/Pix,326.03,2026-06-23
PAY0013653,ORD0013653,Wallet,510.92,2025-02-01
PAY0013654,ORD0013654,Credit Card,1478.24,2024-12-10
PAY0013655,ORD0013655,Credit Card,1659.42,2026-04-10
PAY0013658,ORD0013658,Credit Card,278.26,2024-05-25
PAY0013659,ORD0013659,Credit Card,189.7,2025-06-17
PAY0013660,ORD0013660,Credit Card,96.43,2024-09-12
PAY0013661,ORD0013661,UPI/Pix,214.1,2025-06-02
PAY0013663,ORD0013663,COD,538.03,2025-09-25
PAY0013664,ORD0013664,Credit Card,2313.44,2025-04-05
PAY0013666,ORD0013666,Credit Card,959.91,2024-06-07
PAY0013667,ORD0013667,Credit Card,1205.36,2024-09-01
PAY0013668,ORD0013668,Wallet,508.86,2026-03-13
PAY0013669,ORD0013669,COD,894.45,2025-09-23
PAY0013670,ORD0013670,Debit Card,323.34,2025-04-03
PAY0013671,ORD0013671,UPI/Pix,145.57,2026-01-02
PAY0013672,ORD0013672,UPI/Pix,460.1,2025-07-13
PAY0013674,ORD0013674,COD,329.91,2025-06-29
PAY0013675,ORD0013675,Credit Card,418.39,2026-06-18
PAY0013678,ORD0013678,UPI/Pix,916.63,2024-02-24
PAY0013679,ORD0013679,Wallet,701.58,2025-12-25
PAY0013680,ORD0013680,Credit Card,22.72,2025-11-10
PAY0013681,ORD0013681,UPI/Pix,642.16,2025-06-04
PAY0013682,ORD0013682,UPI/Pix,383.39,2025-09-10
PAY0013684,ORD0013684,Credit Card,139.03,2025-03-19
PAY0013685,ORD0013685,Credit Card,296.41,2025-01-22
PAY0013686,ORD0013686,Credit Card,1783.44,2023-10-08
PAY0013687,ORD0013687,Credit Card,801.36,2024-10-12
PAY0013688,ORD0013688,UPI/Pix,323.19,2025-12-20
PAY0013689,ORD0013689,Wallet,589.74,2024-07-10
PAY0013690,ORD0013690,Credit Card,1629.37,2025-08-29
PAY0013691,ORD0013691,COD,242.14,2026-02-06
PAY0013693,ORD0013693,Credit Card,689.98,2026-05-16
PAY0013694,ORD0013694,COD,446.42,2025-08-01
PAY0013695,ORD0013695,COD,222.29,2025-08-22
PAY0013696,ORD0013696,Credit Card,480.06,2026-04-18
PAY0013697,ORD0013697,Credit Card,91.46,2025-12-28
PAY0013700,ORD0013700,Wallet,687.24,2026-05-24
PAY0013701,ORD0013701,Credit Card,74.91,2026-01-06
PAY0013702,ORD0013702,COD,1295.68,2026-03-04
PAY0013703,ORD0013703,Debit Card,734.47,2025-03-25
PAY0013704,ORD0013704,UPI/Pix,961.9,2024-11-03
PAY0013705,ORD0013705,Credit Card,146.76,2025-09-15
PAY0013706,ORD0013706,Credit Card,434.79,2026-03-15
PAY0013707,ORD0013707,COD,1366.62,2025-03-08
PAY0013708,ORD0013708,UPI/Pix,60.2,2026-05-24
PAY0013709,ORD0013709,Debit Card,727.43,2025-05-07
PAY0013711,ORD0013711,Wallet,276.18,2026-01-24
PAY0013712,ORD0013712,UPI/Pix,1426.11,2026-01-14
PAY0013713,ORD0013713,UPI/Pix,1257.49,2025-09-04
PAY0013714,ORD0013714,COD,56.07,2026-03-13
PAY0013715,ORD0013715,Credit Card,439.5,2026-01-17
PAY0013716,ORD0013716,Debit Card,135.21,2026-02-08
PAY0013719,ORD0013719,Credit Card,273.43,2026-06-09
PAY0013720,ORD0013720,Credit Card,386.33,2026-05-16
PAY0013722,ORD0013722,Wallet,737.23,2025-09-20
PAY0013723,ORD0013723,UPI/Pix,1963.9,2023-09-20
PAY0013724,ORD0013724,Credit Card,537.6,2026-02-07
PAY0013725,ORD0013725,UPI/Pix,743.4,2026-05-15
PAY0013726,ORD0013726,COD,631.35,2025-07-01
PAY0013727,ORD0013727,Wallet,742.32,2024-11-25
PAY0013728,ORD0013728,Credit Card,482.81,2026-01-27
PAY0013729,ORD0013729,UPI/Pix,2345.92,2025-10-27
PAY0013730,ORD0013730,Credit Card,402.52,2026-06-29
PAY0013731,ORD0013731,UPI/Pix,252.44,2024-10-07
PAY0013732,ORD0013732,Debit Card,340.58,2025-03-07
PAY0013733,ORD0013733,Credit Card,1426.17,2026-04-07
PAY0013734,ORD0013734,Debit Card,345.46,2025-12-06
PAY0013735,ORD0013735,Credit Card,185.1,2026-03-22
PAY0013736,ORD0013736,Credit Card,563.89,2025-12-28
PAY0013737,ORD0013737,Credit Card,513.92,2024-11-28
PAY0013738,ORD0013738,Wallet,534.9,2025-10-28
PAY0013739,ORD0013739,Wallet,329.15,2026-05-27
PAY0013740,ORD0013740,Credit Card,661.44,2025-12-02
PAY0013741,ORD0013741,Credit Card,491.72,2025-11-26
PAY0013742,ORD0013742,Credit Card,901.72,2026-03-21
PAY0013743,ORD0013743,COD,602.69,2026-01-05
PAY0013744,ORD0013744,Wallet,209.06,2026-03-09
PAY0013745,ORD0013745,UPI/Pix,502.77,2025-02-13
PAY0013746,ORD0013746,Debit Card,294.77,2025-09-01
PAY0013747,ORD0013747,Debit Card,363.42,2026-04-18
PAY0013748,ORD0013748,UPI/Pix,1004.02,2025-11-24
PAY0013750,ORD0013750,COD,329.01,2025-02-01
PAY0013751,ORD0013751,COD,350.37,2026-02-13
PAY0013752,ORD0013752,Credit Card,228.78,2025-12-27
PAY0013753,ORD0013753,Credit Card,737.62,2025-08-05
PAY0013754,ORD0013754,Wallet,1076.28,2024-10-30
PAY0013756,ORD0013756,Credit Card,1225.2,2026-04-24
PAY0013758,ORD0013758,UPI/Pix,800.6,2025-08-24
PAY0013759,ORD0013759,Wallet,444.1,2025-03-12
PAY0013760,ORD0013760,Debit Card,282.39,2026-02-25
PAY0013761,ORD0013761,Credit Card,576.74,2024-10-29
PAY0013763,ORD0013763,Debit Card,53.4,2025-07-05
PAY0013764,ORD0013764,UPI/Pix,86.29,2025-06-25
PAY0013765,ORD0013765,Credit Card,199.88,2026-05-17
PAY0013766,ORD0013766,Debit Card,332.42,2024-12-21
PAY0013767,ORD0013767,COD,1752.0,2026-02-20
PAY0013768,ORD0013768,Debit Card,672.51,2026-06-10
PAY0013769,ORD0013769,Wallet,266.72,2026-06-06
PAY0013770,ORD0013770,UPI/Pix,967.75,2026-02-02
PAY0013771,ORD0013771,Credit Card,227.99,2025-01-18
PAY0013773,ORD0013773,Debit Card,34.11,2025-06-02
PAY0013774,ORD0013774,COD,518.96,2025-05-10
PAY0013775,ORD0013775,Debit Card,115.09,2025-05-15
PAY0013776,ORD0013776,Credit Card,1772.46,2024-03-26
PAY0013777,ORD0013777,UPI/Pix,319.97,2025-04-14
PAY0013778,ORD0013778,Credit Card,299.88,2026-05-17
PAY0013780,ORD0013780,Wallet,706.2,2025-02-21
PAY0013782,ORD0013782,Credit Card,676.61,2024-03-30
PAY0013783,ORD0013783,UPI/Pix,587.3,2026-03-21
PAY0013787,ORD0013787,Debit Card,2681.84,2026-01-14
PAY0013788,ORD0013788,Credit Card,528.58,2025-07-21
PAY0013789,ORD0013789,UPI/Pix,1115.7,2025-03-05
PAY0013790,ORD0013790,Debit Card,384.25,2025-05-20
PAY0013791,ORD0013791,Credit Card,89.59,2026-02-19
PAY0013792,ORD0013792,Debit Card,907.78,2024-07-17
PAY0013793,ORD0013793,Credit Card,600.22,2026-02-23
PAY0013794,ORD0013794,Debit Card,836.47,2025-01-19
PAY0013796,ORD0013796,Debit Card,1714.17,2026-06-04
PAY0013798,ORD0013798,Credit Card,273.26,2026-06-23
PAY0013799,ORD0013799,Debit Card,736.64,2024-11-23
PAY0013800,ORD0013800,Wallet,197.33,2026-06-13
PAY0013801,ORD0013801,Credit Card,1926.48,2024-10-26
PAY0013802,ORD0013802,Credit Card,454.24,2024-02-28
PAY0013803,ORD0013803,Credit Card,247.0,2024-09-26
PAY0013804,ORD0013804,COD,831.69,2023-12-09
PAY0013805,ORD0013805,Credit Card,1300.72,2023-09-20
PAY0013807,ORD0013807,COD,444.1,2024-02-16
PAY0013808,ORD0013808,UPI/Pix,371.7,2025-02-12
PAY0013809,ORD0013809,Credit Card,581.64,2025-07-05
PAY0013810,ORD0013810,UPI/Pix,294.16,2024-11-28
PAY0013811,ORD0013811,Debit Card,396.6,2026-06-03
PAY0013812,ORD0013812,Wallet,85.01,2025-02-27
PAY0013813,ORD0013813,Wallet,28.66,2023-12-14
PAY0013814,ORD0013814,UPI/Pix,1154.09,2025-05-25
PAY0013816,ORD0013816,Credit Card,439.5,2026-04-05
PAY0013817,ORD0013817,UPI/Pix,558.03,2025-09-09
PAY0013818,ORD0013818,UPI/Pix,413.43,2024-05-27
PAY0013819,ORD0013819,Wallet,506.21,2025-04-23
PAY0013820,ORD0013820,UPI/Pix,503.48,2025-04-29
PAY0013821,ORD0013821,Wallet,2167.36,2026-02-14
PAY0013824,ORD0013824,UPI/Pix,835.74,2024-11-22
PAY0013826,ORD0013826,Debit Card,757.32,2025-08-22
PAY0013827,ORD0013827,Credit Card,511.1,2026-01-25
PAY0013829,ORD0013829,Credit Card,379.79,2026-06-28
PAY0013830,ORD0013830,Credit Card,265.84,2025-08-01
PAY0013832,ORD0013832,Debit Card,198.4,2024-10-06
PAY0013833,ORD0013833,Debit Card,76.78,2024-09-06
PAY0013834,ORD0013834,UPI/Pix,462.7,2025-04-16
PAY0013835,ORD0013835,Debit Card,93.15,2024-12-21
PAY0013836,ORD0013836,UPI/Pix,34.11,2024-09-14
PAY0013837,ORD0013837,UPI/Pix,489.1,2024-06-02
PAY0013838,ORD0013838,Debit Card,227.99,2024-06-19
PAY0013839,ORD0013839,Debit Card,1346.68,2024-09-17
PAY0013840,ORD0013840,Credit Card,262.1,2024-06-13
PAY0013841,ORD0013841,Credit Card,361.6,2025-09-23
PAY0013843,ORD0013843,Credit Card,377.74,2026-04-08
PAY0013845,ORD0013845,Credit Card,221.53,2025-06-05
PAY0013846,ORD0013846,Credit Card,610.3,2026-03-17
PAY0013847,ORD0013847,Credit Card,565.01,2026-01-09
PAY0013849,ORD0013849,UPI/Pix,194.47,2025-11-03
PAY0013850,ORD0013850,UPI/Pix,202.0,2024-10-26
PAY0013851,ORD0013851,Credit Card,637.65,2026-03-14
PAY0013852,ORD0013852,Credit Card,1174.27,2024-10-24
PAY0013854,ORD0013854,Debit Card,123.24,2026-01-09
PAY0013855,ORD0013855,Credit Card,417.79,2026-04-25
PAY0013856,ORD0013856,Debit Card,354.15,2025-02-02
PAY0013857,ORD0013857,Credit Card,302.97,2024-08-30
PAY0013858,ORD0013858,COD,737.27,2025-11-05
PAY0013859,ORD0013859,Credit Card,164.68,2025-05-14
PAY0013860,ORD0013860,Wallet,237.9,2025-11-26
PAY0013861,ORD0013861,Credit Card,303.42,2026-04-03
PAY0013862,ORD0013862,Credit Card,1203.92,2025-08-07
PAY0013863,ORD0013863,UPI/Pix,590.53,2024-05-07
PAY0013864,ORD0013864,UPI/Pix,2065.09,2026-05-23
PAY0013865,ORD0013865,COD,402.94,2025-02-13
PAY0013866,ORD0013866,COD,1417.09,2026-06-14
PAY0013867,ORD0013867,COD,148.36,2026-03-31
PAY0013868,ORD0013868,Credit Card,1029.55,2025-03-14
PAY0013869,ORD0013869,Credit Card,1178.64,2025-06-10
PAY0013870,ORD0013870,UPI/Pix,1749.06,2024-04-28
PAY0013872,ORD0013872,Debit Card,437.54,2025-03-02
PAY0013875,ORD0013875,UPI/Pix,849.1,2026-04-02
PAY0013876,ORD0013876,Debit Card,479.46,2025-04-24
PAY0013877,ORD0013877,UPI/Pix,208.53,2025-01-05
PAY0013878,ORD0013878,Wallet,289.69,2025-12-04
PAY0013881,ORD0013881,Wallet,18.74,2025-11-24
PAY0013882,ORD0013882,Credit Card,602.69,2025-11-07
PAY0013884,ORD0013884,Debit Card,653.78,2025-04-22
PAY0013885,ORD0013885,Credit Card,1438.5,2025-09-12
PAY0013886,ORD0013886,UPI/Pix,123.24,2024-09-08
PAY0013887,ORD0013887,Credit Card,788.39,2024-09-28
PAY0013888,ORD0013888,Credit Card,490.86,2025-10-11
PAY0013889,ORD0013889,UPI/Pix,299.79,2025-02-05
PAY0013890,ORD0013890,Credit Card,571.39,2023-08-08
PAY0013891,ORD0013891,Debit Card,99.33,2026-03-09
PAY0013893,ORD0013893,UPI/Pix,1048.18,2025-09-23
PAY0013894,ORD0013894,Credit Card,816.31,2025-06-29
PAY0013896,ORD0013896,Credit Card,453.17,2025-08-24
PAY0013897,ORD0013897,Credit Card,463.04,2025-12-29
PAY0013898,ORD0013898,Credit Card,238.15,2025-02-07
PAY0013899,ORD0013899,Debit Card,47.22,2026-01-22
PAY0013901,ORD0013901,COD,389.85,2025-09-07
PAY0013902,ORD0013902,Credit Card,986.24,2024-04-11
PAY0013903,ORD0013903,Credit Card,544.51,2023-11-13
PAY0013904,ORD0013904,UPI/Pix,832.93,2024-11-16
PAY0013905,ORD0013905,COD,758.99,2026-06-23
PAY0013906,ORD0013906,Wallet,624.33,2025-10-02
PAY0013907,ORD0013907,UPI/Pix,513.24,2025-12-06
PAY0013908,ORD0013908,Wallet,120.67,2025-12-02
PAY0013909,ORD0013909,Wallet,497.69,2025-04-16
PAY0013910,ORD0013910,Credit Card,738.47,2024-08-06
PAY0013911,ORD0013911,COD,592.44,2025-11-30
PAY0013912,ORD0013912,Debit Card,758.75,2026-04-18
PAY0013914,ORD0013914,COD,237.02,2025-09-05
PAY0013915,ORD0013915,UPI/Pix,188.5,2026-02-27
PAY0013916,ORD0013916,Credit Card,84.45,2026-01-29
PAY0013917,ORD0013917,UPI/Pix,745.88,2025-09-28
PAY0013918,ORD0013918,Credit Card,123.87,2024-02-13
PAY0013919,ORD0013919,Wallet,1066.84,2025-09-20
PAY0013921,ORD0013921,Debit Card,104.75,2024-08-20
PAY0013922,ORD0013922,Credit Card,379.96,2026-05-26
PAY0013923,ORD0013923,Credit Card,330.33,2025-08-03
PAY0013924,ORD0013924,Credit Card,329.91,2025-02-03
PAY0013925,ORD0013925,Credit Card,558.22,2025-07-01
PAY0013926,ORD0013926,Credit Card,1136.14,2025-11-15
PAY0013927,ORD0013927,Credit Card,299.88,2025-06-07
PAY0013928,ORD0013928,Credit Card,408.52,2025-12-10
PAY0013929,ORD0013929,Debit Card,244.73,2025-11-23
PAY0013930,ORD0013930,UPI/Pix,2091.12,2025-05-16
PAY0013931,ORD0013931,UPI/Pix,733.74,2024-07-25
PAY0013932,ORD0013932,UPI/Pix,936.45,2025-02-17
PAY0013933,ORD0013933,Credit Card,209.44,2025-11-04
PAY0013934,ORD0013934,Debit Card,273.68,2025-06-09
PAY0013935,ORD0013935,Credit Card,407.87,2025-05-10
PAY0013936,ORD0013936,UPI/Pix,1013.76,2026-02-23
PAY0013937,ORD0013937,UPI/Pix,321.93,2025-03-01
PAY0013938,ORD0013938,UPI/Pix,96.43,2026-04-19
PAY0013939,ORD0013939,Wallet,196.98,2026-01-11
PAY0013940,ORD0013940,Wallet,351.27,2024-11-13
PAY0013941,ORD0013941,Credit Card,704.12,2025-05-17
PAY0013942,ORD0013942,Credit Card,443.25,2023-12-20
PAY0013943,ORD0013943,Credit Card,295.56,2025-08-29
PAY0013944,ORD0013944,Credit Card,165.82,2026-04-17
PAY0013945,ORD0013945,Debit Card,472.95,2025-01-22
PAY0013946,ORD0013946,Wallet,551.93,2024-02-21
PAY0013947,ORD0013947,COD,109.67,2025-10-07
PAY0013948,ORD0013948,Credit Card,334.71,2024-07-10
PAY0013949,ORD0013949,Debit Card,504.0,2025-08-15
PAY0013950,ORD0013950,Wallet,704.7,2025-04-07
PAY0013951,ORD0013951,UPI/Pix,253.4,2024-07-05
PAY0013952,ORD0013952,Credit Card,107.62,2025-10-11
PAY0013953,ORD0013953,Credit Card,279.9,2024-12-24
PAY0013954,ORD0013954,Credit Card,421.91,2026-03-05
PAY0013955,ORD0013955,Credit Card,140.08,2023-12-19
PAY0013956,ORD0013956,UPI/Pix,1078.01,2025-05-14
PAY0013957,ORD0013957,Credit Card,167.18,2025-04-01
PAY0013958,ORD0013958,Credit Card,1436.87,2025-11-17
PAY0013959,ORD0013959,Wallet,500.74,2024-04-05
PAY0013961,ORD0013961,Credit Card,1271.24,2025-08-08
PAY0013964,ORD0013964,UPI/Pix,13.32,2024-10-18
PAY0013965,ORD0013965,Credit Card,316.24,2025-11-07
PAY0013966,ORD0013966,Debit Card,387.07,2026-03-16
PAY0013967,ORD0013967,Debit Card,666.74,2025-01-15
PAY0013968,ORD0013968,Credit Card,60.09,2024-10-07
PAY0013969,ORD0013969,Wallet,680.68,2025-03-23
PAY0013970,ORD0013970,Debit Card,497.69,2025-11-07
PAY0013972,ORD0013972,Credit Card,1783.64,2026-03-25
PAY0013973,ORD0013973,Credit Card,445.17,2025-10-19
PAY0013975,ORD0013975,Credit Card,819.22,2025-11-22
PAY0013976,ORD0013976,Debit Card,500.4,2024-08-26
PAY0013977,ORD0013977,UPI/Pix,555.11,2025-03-04
PAY0013978,ORD0013978,UPI/Pix,1101.74,2025-05-21
PAY0013979,ORD0013979,Credit Card,511.62,2024-07-29
PAY0013980,ORD0013980,UPI/Pix,625.55,2024-10-26
PAY0013981,ORD0013981,Credit Card,824.07,2025-05-08
PAY0013982,ORD0013982,Wallet,102.49,2025-12-08
PAY0013983,ORD0013983,Wallet,584.65,2025-06-16
PAY0013984,ORD0013984,Wallet,163.76,2025-05-29
PAY0013985,ORD0013985,Credit Card,94.14,2024-06-26
PAY0013986,ORD0013986,UPI/Pix,913.87,2025-08-04
PAY0013987,ORD0013987,Debit Card,233.62,2025-06-16
PAY0013988,ORD0013988,Wallet,626.29,2024-10-13
PAY0013989,ORD0013989,UPI/Pix,570.47,2026-06-28
PAY0013991,ORD0013991,UPI/Pix,361.6,2026-04-08
PAY0013992,ORD0013992,Credit Card,425.72,2026-05-06
PAY0013993,ORD0013993,Credit Card,167.31,2026-03-25
PAY0013994,ORD0013994,UPI/Pix,334.79,2025-02-06
PAY0013995,ORD0013995,Wallet,218.22,2025-02-19
PAY0013996,ORD0013996,COD,1518.79,2026-04-03
PAY0013997,ORD0013997,Credit Card,243.07,2025-12-08
PAY0013998,ORD0013998,Wallet,179.94,2025-08-03
PAY0013999,ORD0013999,Credit Card,358.15,2025-08-21
PAY0014000,ORD0014000,Credit Card,400.94,2025-08-21
PAY0014001,ORD0014001,Debit Card,538.83,2024-04-15
PAY0014002,ORD0014002,Credit Card,474.71,2026-01-16
PAY0014003,ORD0014003,Debit Card,444.1,2025-12-01
PAY0014004,ORD0014004,COD,956.76,2025-02-19
PAY0014005,ORD0014005,Credit Card,234.0,2024-08-06
PAY0014006,ORD0014006,UPI/Pix,280.01,2026-01-24
PAY0014007,ORD0014007,UPI/Pix,535.37,2024-07-20
PAY0014008,ORD0014008,Credit Card,185.27,2026-01-30
PAY0014009,ORD0014009,Debit Card,547.82,2026-01-06
PAY0014010,ORD0014010,Wallet,436.12,2024-08-26
PAY0014011,ORD0014011,Credit Card,1431.06,2025-11-01
PAY0014012,ORD0014012,Credit Card,334.79,2025-11-07
PAY0014013,ORD0014013,Wallet,333.48,2025-09-05
PAY0014014,ORD0014014,Credit Card,729.81,2025-04-08
PAY0014015,ORD0014015,Credit Card,1046.8,2026-01-14
PAY0014016,ORD0014016,Debit Card,645.28,2026-06-02
PAY0014017,ORD0014017,Credit Card,192.83,2023-11-11
PAY0014018,ORD0014018,UPI/Pix,945.96,2025-10-02
PAY0014019,ORD0014019,Credit Card,363.23,2025-09-01
PAY0014020,ORD0014020,Credit Card,897.49,2025-05-21
PAY0014021,ORD0014021,UPI/Pix,130.23,2026-01-07
PAY0014022,ORD0014022,Wallet,561.5,2026-03-28
PAY0014023,ORD0014023,COD,158.35,2024-11-07
PAY0014024,ORD0014024,Credit Card,273.26,2025-07-15
PAY0014025,ORD0014025,Credit Card,195.54,2024-05-30
PAY0014026,ORD0014026,Credit Card,350.51,2026-02-17
PAY0014027,ORD0014027,Credit Card,396.23,2026-06-10
PAY0014028,ORD0014028,Credit Card,544.0,2026-06-10
PAY0014029,ORD0014029,UPI/Pix,334.71,2024-04-04
PAY0014031,ORD0014031,Credit Card,465.11,2025-07-24
PAY0014032,ORD0014032,Credit Card,562.54,2025-11-06
PAY0014033,ORD0014033,Credit Card,212.27,2025-07-17
PAY0014035,ORD0014035,Credit Card,3087.01,2025-06-26
PAY0014037,ORD0014037,Wallet,636.19,2026-06-29
PAY0014038,ORD0014038,Wallet,192.72,2026-05-02
PAY0014041,ORD0014041,Credit Card,848.4,2026-04-01
PAY0014043,ORD0014043,UPI/Pix,1314.34,2026-05-24
PAY0014044,ORD0014044,Credit Card,702.44,2025-07-14
PAY0014045,ORD0014045,Credit Card,301.4,2025-03-30
PAY0014046,ORD0014046,UPI/Pix,927.51,2026-05-01
PAY0014048,ORD0014048,COD,497.69,2024-09-16
PAY0014049,ORD0014049,UPI/Pix,384.3,2024-11-11
PAY0014050,ORD0014050,Credit Card,472.95,2026-02-27
PAY0014051,ORD0014051,Credit Card,514.44,2024-07-17
PAY0014053,ORD0014053,Wallet,420.1,2026-04-27
PAY0014054,ORD0014054,Wallet,1014.57,2024-10-07
PAY0014055,ORD0014055,UPI/Pix,705.44,2026-03-13
