order_item_id,order_id,product_id,quantity,unit_price,line_total
ITEM00050342,ORD0032785,PROD00517,1,154.32,154.32
ITEM00050343,ORD0032786,PROD01130,1,361.6,361.6
ITEM00050344,ORD0032787,PROD00555,3,103.98,311.94
ITEM00050345,ORD0032787,PROD00817,2,94.14,188.28
ITEM00050346,ORD0032788,PROD00454,1,585.03,585.03
ITEM00050347,ORD0032789,PROD00979,1,81.44,81.44
ITEM00050348,ORD0032790,PROD00794,1,142.62,142.62
ITEM00050349,ORD0032791,PROD00440,2,45.86,91.72
ITEM00050350,ORD0032791,PROD00030,1,454.3,454.3
ITEM00050351,ORD0032792,PROD00429,1,84.45,84.45
ITEM00050352,ORD0032793,PROD00674,2,389.51,779.02
ITEM00050353,ORD0032794,PROD00857,1,99.93,99.93
ITEM00050354,ORD0032795,PROD00629,1,444.1,444.1
ITEM00050355,ORD0032796,PROD00859,1,77.05,77.05
ITEM00050356,ORD0032797,PROD00607,1,78.32,78.32
ITEM00050357,ORD0032797,PROD00476,1,256.74,256.74
ITEM00050358,ORD0032798,PROD00794,1,142.62,142.62
ITEM00050359,ORD0032798,PROD00183,1,276.18,276.18
ITEM00050360,ORD0032798,PROD00797,1,447.08,447.08
ITEM00050361,ORD0032799,PROD01145,2,775.19,1550.38
ITEM00050362,ORD0032800,PROD00888,1,550.57,550.57
ITEM00050363,ORD0032801,PROD00107,1,682.26,682.26
ITEM00050364,ORD0032801,PROD00996,3,443.04,1329.12
ITEM00050365,ORD0032802,PROD00153,1,327.68,327.68
ITEM00050366,ORD0032803,PROD01040,1,216.65,216.65
ITEM00050367,ORD0032804,PROD00556,1,131.16,131.16
ITEM00050368,ORD0032805,PROD00815,1,31.75,31.75
ITEM00050369,ORD0032806,PROD00400,1,219.27,219.27
ITEM00050370,ORD0032807,PROD00619,1,406.3,406.3
ITEM00050371,ORD0032807,PROD00169,1,579.06,579.06
ITEM00050372,ORD0032808,PROD00282,1,518.35,518.35
ITEM00050373,ORD0032808,PROD00863,1,166.66,166.66
ITEM00050374,ORD0032809,PROD00123,1,387.17,387.17
ITEM00050375,ORD0032809,PROD00596,2,25.85,51.7
ITEM00050376,ORD0032810,PROD00363,1,480.0,480.0
ITEM00050377,ORD0032810,PROD00656,2,255.25,510.5
ITEM00050378,ORD0032811,PROD00956,2,231.65,463.3
ITEM00050379,ORD0032812,PROD00313,1,233.28,233.28
ITEM00050380,ORD0032812,PROD00990,1,421.91,421.91
ITEM00050381,ORD0032813,PROD00862,1,218.84,218.84
ITEM00050382,ORD0032814,PROD00727,1,178.3,178.3
ITEM00050383,ORD0032814,PROD00462,1,169.08,169.08
ITEM00050384,ORD0032815,PROD00634,1,143.92,143.92
ITEM00050385,ORD0032816,PROD00178,1,110.47,110.47
ITEM00050386,ORD0032817,PROD00004,1,199.51,199.51
ITEM00050387,ORD0032818,PROD01159,1,241.34,241.34
ITEM00050388,ORD0032818,PROD00032,1,279.6,279.6
ITEM00050389,ORD0032818,PROD00596,1,25.85,25.85
ITEM00050390,ORD0032818,PROD00462,2,169.08,338.16
ITEM00050391,ORD0032819,PROD00392,1,372.7,372.7
ITEM00050392,ORD0032819,PROD00739,1,404.49,404.49
ITEM00050393,ORD0032819,PROD00325,1,407.91,407.91
ITEM00050394,ORD0032820,PROD00075,1,301.19,301.19
ITEM00050395,ORD0032820,PROD00207,1,106.73,106.73
ITEM00050396,ORD0032821,PROD00421,1,82.51,82.51
ITEM00050397,ORD0032821,PROD00903,1,513.67,513.67
ITEM00050398,ORD0032822,PROD00114,1,289.69,289.69
ITEM00050399,ORD0032823,PROD00944,2,655.71,1311.42
ITEM00050400,ORD0032823,PROD00921,1,245.73,245.73
ITEM00050401,ORD0032824,PROD00637,1,446.89,446.89
ITEM00050402,ORD0032824,PROD00631,1,379.81,379.81
ITEM00050403,ORD0032825,PROD00649,1,117.65,117.65
ITEM00050404,ORD0032825,PROD00445,3,352.72,1058.16
ITEM00050405,ORD0032826,PROD00542,1,155.29,155.29
ITEM00050406,ORD0032827,PROD00904,1,389.05,389.05
ITEM00050407,ORD0032828,PROD00666,2,100.49,200.98
ITEM00050408,ORD0032828,PROD00732,1,803.3,803.3
ITEM00050409,ORD0032829,PROD00029,1,179.94,179.94
ITEM00050410,ORD0032830,PROD00003,1,574.35,574.35
ITEM00050411,ORD0032830,PROD00121,1,74.47,74.47
ITEM00050412,ORD0032831,PROD01078,1,293.05,293.05
ITEM00050413,ORD0032831,PROD01149,3,399.06,1197.18
ITEM00050414,ORD0032831,PROD01122,1,61.51,61.51
ITEM00050415,ORD0032831,PROD00912,1,146.76,146.76
ITEM00050416,ORD0032832,PROD00313,1,233.28,233.28
ITEM00050417,ORD0032832,PROD00520,1,383.52,383.52
ITEM00050418,ORD0032833,PROD00926,2,122.76,245.52
ITEM00050419,ORD0032834,PROD00902,1,316.56,316.56
ITEM00050420,ORD0032835,PROD01080,1,560.46,560.46
ITEM00050421,ORD0032836,PROD00742,1,448.13,448.13
ITEM00050422,ORD0032837,PROD00586,2,298.93,597.86
ITEM00050423,ORD0032838,PROD00574,1,517.57,517.57
ITEM00050424,ORD0032838,PROD00726,1,554.71,554.71
ITEM00050425,ORD0032839,PROD00849,1,354.36,354.36
ITEM00050426,ORD0032840,PROD00337,3,573.35,1720.05
ITEM00050427,ORD0032840,PROD00960,1,503.9,503.9
ITEM00050428,ORD0032840,PROD00912,1,146.76,146.76
ITEM00050429,ORD0032841,PROD00902,1,316.56,316.56
ITEM00050430,ORD0032842,PROD01184,1,241.67,241.67
ITEM00050431,ORD0032843,PROD01145,1,775.19,775.19
ITEM00050432,ORD0032844,PROD00383,1,299.0,299.0
ITEM00050433,ORD0032844,PROD00260,1,411.18,411.18
ITEM00050434,ORD0032845,PROD00551,1,414.58,414.58
ITEM00050435,ORD0032845,PROD00028,1,450.86,450.86
ITEM00050436,ORD0032846,PROD00843,1,226.07,226.07
ITEM00050437,ORD0032846,PROD00302,1,700.07,700.07
ITEM00050438,ORD0032846,PROD00063,1,149.71,149.71
ITEM00050439,ORD0032846,PROD00779,1,301.4,301.4
ITEM00050440,ORD0032847,PROD00304,1,389.22,389.22
ITEM00050441,ORD0032848,PROD00439,2,539.8,1079.6
ITEM00050442,ORD0032848,PROD01064,1,45.96,45.96
ITEM00050443,ORD0032849,PROD00128,1,266.72,266.72
ITEM00050444,ORD0032849,PROD00603,1,602.69,602.69
ITEM00050445,ORD0032850,PROD01168,1,189.51,189.51
ITEM00050446,ORD0032851,PROD00081,1,453.17,453.17
ITEM00050447,ORD0032852,PROD00771,1,660.18,660.18
ITEM00050448,ORD0032853,PROD00632,1,489.83,489.83
ITEM00050449,ORD0032854,PROD00060,1,15.51,15.51
ITEM00050450,ORD0032855,PROD00293,1,196.75,196.75
ITEM00050451,ORD0032855,PROD00413,2,40.89,81.78
ITEM00050452,ORD0032856,PROD00154,1,300.52,300.52
ITEM00050453,ORD0032856,PROD00732,1,803.3,803.3
ITEM00050454,ORD0032857,PROD00991,3,522.47,1567.41
ITEM00050455,ORD0032857,PROD00549,1,687.24,687.24
ITEM00050456,ORD0032857,PROD00430,1,159.82,159.82
ITEM00050457,ORD0032858,PROD00494,1,157.31,157.31
ITEM00050458,ORD0032859,PROD00886,3,377.54,1132.62
ITEM00050459,ORD0032860,PROD00896,1,621.48,621.48
ITEM00050460,ORD0032860,PROD00891,1,494.31,494.31
ITEM00050461,ORD0032861,PROD00978,1,268.04,268.04
ITEM00050462,ORD0032861,PROD00869,1,547.82,547.82
ITEM00050463,ORD0032862,PROD00423,1,78.37,78.37
ITEM00050464,ORD0032863,PROD01001,1,424.28,424.28
ITEM00050465,ORD0032864,PROD01004,1,363.23,363.23
ITEM00050466,ORD0032865,PROD00461,1,164.68,164.68
ITEM00050467,ORD0032865,PROD00813,1,356.78,356.78
ITEM00050468,ORD0032866,PROD00202,1,513.24,513.24
ITEM00050469,ORD0032867,PROD00463,1,424.4,424.4
ITEM00050470,ORD0032868,PROD00440,2,45.86,91.72
ITEM00050471,ORD0032868,PROD01141,1,285.6,285.6
ITEM00050472,ORD0032869,PROD00933,1,115.09,115.09
ITEM00050473,ORD0032869,PROD00396,1,104.02,104.02
ITEM00050474,ORD0032870,PROD00729,1,701.72,701.72
ITEM00050475,ORD0032870,PROD00473,1,425.72,425.72
ITEM00050476,ORD0032870,PROD00296,2,215.84,431.68
ITEM00050477,ORD0032871,PROD00297,1,146.42,146.42
ITEM00050478,ORD0032871,PROD00305,1,323.75,323.75
ITEM00050479,ORD0032872,PROD00430,1,159.82,159.82
ITEM00050480,ORD0032873,PROD00570,3,130.84,392.52
ITEM00050481,ORD0032874,PROD00257,1,269.04,269.04
ITEM00050482,ORD0032874,PROD00509,1,193.88,193.88
ITEM00050483,ORD0032875,PROD00687,1,350.37,350.37
ITEM00050484,ORD0032876,PROD00411,1,329.15,329.15
ITEM00050485,ORD0032877,PROD00709,1,275.33,275.33
ITEM00050486,ORD0032878,PROD01152,1,103.35,103.35
ITEM00050487,ORD0032879,PROD01022,3,41.68,125.04
ITEM00050488,ORD0032880,PROD00557,1,68.72,68.72
ITEM00050489,ORD0032880,PROD00883,1,314.93,314.93
ITEM00050490,ORD0032880,PROD01169,1,168.07,168.07
ITEM00050491,ORD0032881,PROD00805,1,221.24,221.24
ITEM00050492,ORD0032882,PROD00228,1,233.4,233.4
ITEM00050493,ORD0032883,PROD00552,1,358.33,358.33
ITEM00050494,ORD0032884,PROD00225,1,217.92,217.92
ITEM00050495,ORD0032884,PROD00278,1,294.82,294.82
ITEM00050496,ORD0032885,PROD01185,1,419.63,419.63
ITEM00050497,ORD0032885,PROD00573,1,371.14,371.14
ITEM00050498,ORD0032885,PROD00854,1,412.31,412.31
ITEM00050499,ORD0032885,PROD00872,1,505.38,505.38
ITEM00050500,ORD0032886,PROD00436,1,130.42,130.42
ITEM00050501,ORD0032886,PROD00265,1,127.79,127.79
ITEM00050502,ORD0032887,PROD00589,1,657.17,657.17
ITEM00050503,ORD0032887,PROD00790,1,633.08,633.08
ITEM00050504,ORD0032888,PROD00984,1,79.68,79.68
ITEM00050505,ORD0032889,PROD00878,1,631.35,631.35
ITEM00050506,ORD0032890,PROD00261,1,268.53,268.53
ITEM00050507,ORD0032891,PROD00170,1,411.71,411.71
ITEM00050508,ORD0032892,PROD01065,1,609.3,609.3
ITEM00050509,ORD0032892,PROD00584,1,301.05,301.05
ITEM00050510,ORD0032893,PROD00473,1,425.72,425.72
ITEM00050511,ORD0032894,PROD01158,1,334.79,334.79
ITEM00050512,ORD0032895,PROD00450,1,221.53,221.53
ITEM00050513,ORD0032895,PROD00593,1,450.76,450.76
ITEM00050514,ORD0032896,PROD00655,2,246.89,493.78
ITEM00050515,ORD0032897,PROD00320,1,675.76,675.76
ITEM00050516,ORD0032898,PROD00317,1,33.26,33.26
ITEM00050517,ORD0032899,PROD00800,1,157.69,157.69
ITEM00050518,ORD0032900,PROD00680,1,65.79,65.79
ITEM00050519,ORD0032900,PROD00444,2,258.93,517.86
ITEM00050520,ORD0032901,PROD00832,1,228.78,228.78
ITEM00050521,ORD0032902,PROD01088,1,61.36,61.36
ITEM00050522,ORD0032902,PROD00252,1,482.15,482.15
ITEM00050523,ORD0032902,PROD00574,1,517.57,517.57
ITEM00050524,ORD0032902,PROD00467,1,156.06,156.06
ITEM00050525,ORD0032903,PROD00207,1,106.73,106.73
ITEM00050526,ORD0032904,PROD00593,1,450.76,450.76
ITEM00050527,ORD0032905,PROD00397,1,604.51,604.51
ITEM00050528,ORD0032906,PROD00974,1,244.44,244.44
ITEM00050529,ORD0032907,PROD00389,1,16.8,16.8
ITEM00050530,ORD0032907,PROD00674,1,389.51,389.51
ITEM00050531,ORD0032908,PROD00743,1,362.71,362.71
ITEM00050532,ORD0032909,PROD00176,1,250.35,250.35
ITEM00050533,ORD0032910,PROD01072,1,150.92,150.92
ITEM00050534,ORD0032910,PROD00826,1,566.95,566.95
ITEM00050535,ORD0032910,PROD01018,1,220.45,220.45
ITEM00050536,ORD0032911,PROD00729,2,701.72,1403.44
ITEM00050537,ORD0032911,PROD00748,2,176.26,352.52
ITEM00050538,ORD0032912,PROD00472,1,319.85,319.85
ITEM00050539,ORD0032912,PROD00020,1,124.12,124.12
ITEM00050540,ORD0032913,PROD00096,1,319.52,319.52
ITEM00050541,ORD0032913,PROD00490,1,404.23,404.23
ITEM00050542,ORD0032914,PROD00789,1,155.47,155.47
ITEM00050543,ORD0032915,PROD00757,1,251.21,251.21
ITEM00050544,ORD0032916,PROD00669,1,170.29,170.29
ITEM00050545,ORD0032917,PROD00614,3,99.18,297.54
ITEM00050546,ORD0032917,PROD00477,1,269.81,269.81
ITEM00050547,ORD0032918,PROD00111,1,197.33,197.33
ITEM00050548,ORD0032919,PROD00591,1,98.49,98.49
ITEM00050549,ORD0032920,PROD00870,2,424.55,849.1
ITEM00050550,ORD0032921,PROD00064,1,77.43,77.43
ITEM00050551,ORD0032922,PROD00766,1,496.57,496.57
ITEM00050552,ORD0032923,PROD00188,1,156.65,156.65
ITEM00050553,ORD0032923,PROD00304,1,389.22,389.22
ITEM00050554,ORD0032924,PROD00230,1,318.92,318.92
ITEM00050555,ORD0032925,PROD00209,1,139.69,139.69
ITEM00050556,ORD0032926,PROD00884,1,623.65,623.65
ITEM00050557,ORD0032927,PROD01044,1,208.53,208.53
ITEM00050558,ORD0032928,PROD00353,1,541.27,541.27
ITEM00050559,ORD0032929,PROD00366,2,168.19,336.38
ITEM00050560,ORD0032930,PROD00475,1,458.41,458.41
ITEM00050561,ORD0032930,PROD00171,1,257.95,257.95
ITEM00050562,ORD0032931,PROD00530,1,566.51,566.51
ITEM00050563,ORD0032931,PROD00264,1,199.84,199.84
ITEM00050564,ORD0032931,PROD00872,1,505.38,505.38
ITEM00050565,ORD0032932,PROD00578,2,176.52,353.04
ITEM00050566,ORD0032932,PROD00380,1,331.89,331.89
ITEM00050567,ORD0032933,PROD00272,1,320.93,320.93
ITEM00050568,ORD0032933,PROD00734,1,537.84,537.84
ITEM00050569,ORD0032934,PROD01186,1,218.43,218.43
ITEM00050570,ORD0032935,PROD01170,2,639.56,1279.12
ITEM00050571,ORD0032936,PROD00162,1,310.77,310.77
ITEM00050572,ORD0032937,PROD00514,1,119.95,119.95
ITEM00050573,ORD0032938,PROD00610,1,523.54,523.54
ITEM00050574,ORD0032938,PROD00469,3,354.15,1062.45
ITEM00050575,ORD0032939,PROD01187,2,576.74,1153.48
ITEM00050576,ORD0032940,PROD00355,1,581.35,581.35
ITEM00050577,ORD0032941,PROD00119,1,94.13,94.13
ITEM00050578,ORD0032941,PROD00056,1,233.2,233.2
ITEM00050579,ORD0032942,PROD00195,1,621.54,621.54
ITEM00050580,ORD0032942,PROD00464,1,543.79,543.79
ITEM00050581,ORD0032943,PROD00803,1,600.7,600.7
ITEM00050582,ORD0032943,PROD00595,1,322.28,322.28
ITEM00050583,ORD0032944,PROD00477,2,269.81,539.62
ITEM00050584,ORD0032945,PROD00035,1,51.25,51.25
ITEM00050585,ORD0032945,PROD00529,1,402.66,402.66
ITEM00050586,ORD0032946,PROD01133,1,291.25,291.25
ITEM00050587,ORD0032947,PROD00487,1,735.66,735.66
ITEM00050588,ORD0032948,PROD00316,3,18.74,56.22
ITEM00050589,ORD0032949,PROD00137,1,70.5,70.5
ITEM00050590,ORD0032950,PROD00896,3,621.48,1864.44
ITEM00050591,ORD0032950,PROD00936,3,382.72,1148.16
ITEM00050592,ORD0032950,PROD00915,1,757.12,757.12
ITEM00050593,ORD0032951,PROD00894,1,147.8,147.8
ITEM00050594,ORD0032951,PROD00070,1,91.46,91.46
ITEM00050595,ORD0032951,PROD00426,1,381.3,381.3
ITEM00050596,ORD0032952,PROD00051,1,425.24,425.24
ITEM00050597,ORD0032952,PROD00312,1,393.68,393.68
ITEM00050598,ORD0032953,PROD01092,2,33.98,67.96
ITEM00050599,ORD0032954,PROD00258,1,343.69,343.69
ITEM00050600,ORD0032954,PROD00970,1,384.25,384.25
ITEM00050601,ORD0032955,PROD01123,1,265.39,265.39
ITEM00050602,ORD0032955,PROD00822,1,260.37,260.37
ITEM00050603,ORD0032955,PROD00460,1,15.84,15.84
ITEM00050604,ORD0032956,PROD00038,1,472.95,472.95
ITEM00050605,ORD0032957,PROD00551,2,414.58,829.16
ITEM00050606,ORD0032958,PROD00192,1,109.02,109.02
ITEM00050607,ORD0032958,PROD00829,1,361.3,361.3
ITEM00050608,ORD0032959,PROD01181,1,570.22,570.22
ITEM00050609,ORD0032960,PROD01189,1,707.24,707.24
ITEM00050610,ORD0032961,PROD00283,1,706.85,706.85
ITEM00050611,ORD0032962,PROD00247,1,147.87,147.87
ITEM00050612,ORD0032962,PROD00034,1,459.09,459.09
ITEM00050613,ORD0032963,PROD00980,1,579.24,579.24
ITEM00050614,ORD0032964,PROD00367,3,180.24,540.72
ITEM00050615,ORD0032965,PROD01117,1,635.71,635.71
ITEM00050616,ORD0032966,PROD00937,1,394.01,394.01
ITEM00050617,ORD0032967,PROD00268,1,661.78,661.78
ITEM00050618,ORD0032967,PROD00424,1,247.0,247.0
ITEM00050619,ORD0032968,PROD00451,1,302.34,302.34
ITEM00050620,ORD0032968,PROD00225,1,217.92,217.92
ITEM00050621,ORD0032969,PROD00368,1,107.31,107.31
ITEM00050622,ORD0032969,PROD00265,1,127.79,127.79
ITEM00050623,ORD0032970,PROD00516,1,476.52,476.52
ITEM00050624,ORD0032971,PROD00844,1,149.35,149.35
ITEM00050625,ORD0032972,PROD00414,1,289.19,289.19
ITEM00050626,ORD0032973,PROD00071,1,11.76,11.76
ITEM00050627,ORD0032973,PROD00682,1,129.34,129.34
ITEM00050628,ORD0032974,PROD01196,1,158.35,158.35
ITEM00050629,ORD0032975,PROD00991,1,522.47,522.47
ITEM00050630,ORD0032975,PROD00733,1,124.98,124.98
ITEM00050631,ORD0032975,PROD00597,1,672.51,672.51
ITEM00050632,ORD0032975,PROD00972,1,326.03,326.03
ITEM00050633,ORD0032976,PROD00466,1,175.71,175.71
ITEM00050634,ORD0032976,PROD00226,1,136.77,136.77
ITEM00050635,ORD0032976,PROD00322,1,214.88,214.88
ITEM00050636,ORD0032976,PROD00110,1,20.71,20.71
ITEM00050637,ORD0032977,PROD00552,1,358.33,358.33
ITEM00050638,ORD0032978,PROD01188,1,125.78,125.78
ITEM00050639,ORD0032978,PROD00307,1,108.51,108.51
ITEM00050640,ORD0032978,PROD00254,1,339.28,339.28
ITEM00050641,ORD0032979,PROD00085,1,168.53,168.53
ITEM00050642,ORD0032980,PROD00685,3,573.43,1720.29
ITEM00050643,ORD0032981,PROD00292,1,562.82,562.82
ITEM00050644,ORD0032981,PROD00067,1,272.94,272.94
ITEM00050645,ORD0032982,PROD00832,2,228.78,457.56
ITEM00050646,ORD0032982,PROD00673,1,239.06,239.06
ITEM00050647,ORD0032983,PROD00253,3,645.1,1935.3
ITEM00050648,ORD0032983,PROD00687,1,350.37,350.37
ITEM00050649,ORD0032984,PROD00520,1,383.52,383.52
ITEM00050650,ORD0032984,PROD00754,2,126.87,253.74
ITEM00050651,ORD0032985,PROD00009,1,299.88,299.88
ITEM00050652,ORD0032986,PROD00768,2,581.86,1163.72
ITEM00050653,ORD0032986,PROD00316,1,18.74,18.74
ITEM00050654,ORD0032987,PROD01078,1,293.05,293.05
ITEM00050655,ORD0032987,PROD00285,1,332.25,332.25
ITEM00050656,ORD0032988,PROD00289,1,122.51,122.51
ITEM00050657,ORD0032988,PROD00907,1,48.03,48.03
ITEM00050658,ORD0032989,PROD00947,2,678.71,1357.42
ITEM00050659,ORD0032990,PROD00397,1,604.51,604.51
ITEM00050660,ORD0032991,PROD00667,2,352.55,705.1
ITEM00050661,ORD0032991,PROD00951,1,578.31,578.31
ITEM00050662,ORD0032992,PROD00345,1,476.44,476.44
ITEM00050663,ORD0032992,PROD00880,1,486.47,486.47
ITEM00050664,ORD0032992,PROD00822,1,260.37,260.37
ITEM00050665,ORD0032993,PROD00397,1,604.51,604.51
ITEM00050666,ORD0032994,PROD01035,1,319.45,319.45
ITEM00050667,ORD0032995,PROD00401,1,425.3,425.3
ITEM00050668,ORD0032996,PROD01078,1,293.05,293.05
ITEM00050669,ORD0032997,PROD00167,1,310.58,310.58
ITEM00050670,ORD0032997,PROD01001,1,424.28,424.28
ITEM00050671,ORD0032998,PROD00522,1,232.13,232.13
ITEM00050672,ORD0032998,PROD00956,1,231.65,231.65
ITEM00050673,ORD0032999,PROD00296,3,215.84,647.52
ITEM00050674,ORD0033000,PROD00124,3,242.8,728.4
ITEM00050675,ORD0033001,PROD00968,1,696.04,696.04
ITEM00050676,ORD0033002,PROD00614,1,99.18,99.18
ITEM00050677,ORD0033003,PROD00828,2,189.09,378.18
ITEM00050678,ORD0033003,PROD00842,1,296.51,296.51
ITEM00050679,ORD0033003,PROD00869,1,547.82,547.82
ITEM00050680,ORD0033004,PROD01049,2,62.66,125.32
ITEM00050681,ORD0033005,PROD01057,1,631.92,631.92
ITEM00050682,ORD0033006,PROD01086,1,159.75,159.75
ITEM00050683,ORD0033006,PROD00928,1,290.73,290.73
ITEM00050684,ORD0033007,PROD01146,2,525.22,1050.44
ITEM00050685,ORD0033008,PROD00191,2,768.02,1536.04
ITEM00050686,ORD0033009,PROD00534,1,677.84,677.84
ITEM00050687,ORD0033009,PROD01175,1,52.21,52.21
ITEM00050688,ORD0033010,PROD00051,2,425.24,850.48
ITEM00050689,ORD0033011,PROD00577,1,565.01,565.01
ITEM00050690,ORD0033012,PROD00931,1,32.35,32.35
ITEM00050691,ORD0033012,PROD00513,1,120.53,120.53
ITEM00050692,ORD0033012,PROD01092,1,33.98,33.98
ITEM00050693,ORD0033012,PROD00562,1,158.87,158.87
ITEM00050694,ORD0033013,PROD00934,1,267.64,267.64
ITEM00050695,ORD0033014,PROD00874,1,353.99,353.99
ITEM00050696,ORD0033014,PROD00808,1,139.13,139.13
ITEM00050697,ORD0033015,PROD00685,1,573.43,573.43
ITEM00050698,ORD0033015,PROD00598,1,289.05,289.05
ITEM00050699,ORD0033016,PROD01142,1,227.28,227.28
ITEM00050700,ORD0033017,PROD00943,1,186.25,186.25
ITEM00050701,ORD0033017,PROD00166,1,513.92,513.92
ITEM00050702,ORD0033017,PROD00484,1,327.48,327.48
ITEM00050703,ORD0033017,PROD00860,1,516.96,516.96
ITEM00050704,ORD0033018,PROD00603,2,602.69,1205.38
ITEM00050705,ORD0033018,PROD00900,1,118.72,118.72
ITEM00050706,ORD0033019,PROD00309,1,20.34,20.34
ITEM00050707,ORD0033020,PROD00249,1,288.9,288.9
ITEM00050708,ORD0033021,PROD00913,1,357.13,357.13
ITEM00050709,ORD0033022,PROD00626,1,60.25,60.25
ITEM00050710,ORD0033023,PROD00507,1,459.3,459.3
ITEM00050711,ORD0033023,PROD00660,3,332.75,998.25
ITEM00050712,ORD0033024,PROD00534,1,677.84,677.84
ITEM00050713,ORD0033025,PROD00393,1,207.12,207.12
ITEM00050714,ORD0033026,PROD00364,1,76.35,76.35
ITEM00050715,ORD0033026,PROD00587,1,474.67,474.67
ITEM00050716,ORD0033027,PROD01137,1,136.1,136.1
ITEM00050717,ORD0033028,PROD00235,1,237.9,237.9
ITEM00050718,ORD0033029,PROD00723,1,80.54,80.54
ITEM00050719,ORD0033030,PROD00580,1,326.03,326.03
ITEM00050720,ORD0033030,PROD00753,1,402.35,402.35
ITEM00050721,ORD0033031,PROD00422,1,457.04,457.04
ITEM00050722,ORD0033032,PROD00159,3,22.96,68.88
ITEM00050723,ORD0033033,PROD00719,1,457.2,457.2
ITEM00050724,ORD0033033,PROD00134,1,296.41,296.41
ITEM00050725,ORD0033034,PROD00158,1,60.73,60.73
ITEM00050726,ORD0033034,PROD00140,1,413.43,413.43
ITEM00050727,ORD0033035,PROD00294,1,137.94,137.94
ITEM00050728,ORD0033035,PROD00220,1,281.16,281.16
ITEM00050729,ORD0033036,PROD00805,1,221.24,221.24
ITEM00050730,ORD0033036,PROD00989,1,389.85,389.85
ITEM00050731,ORD0033037,PROD00653,1,126.1,126.1
ITEM00050732,ORD0033037,PROD00851,1,105.08,105.08
ITEM00050733,ORD0033038,PROD00421,1,82.51,82.51
ITEM00050734,ORD0033039,PROD00577,1,565.01,565.01
ITEM00050735,ORD0033040,PROD00068,1,453.13,453.13
ITEM00050736,ORD0033041,PROD01179,1,251.49,251.49
ITEM00050737,ORD0033041,PROD01114,3,485.97,1457.91
ITEM00050738,ORD0033042,PROD00985,1,464.45,464.45
ITEM00050739,ORD0033042,PROD00585,2,200.78,401.56
ITEM00050740,ORD0033043,PROD00268,1,661.78,661.78
ITEM00050741,ORD0033044,PROD00994,3,350.43,1051.29
ITEM00050742,ORD0033045,PROD00667,1,352.55,352.55
ITEM00050743,ORD0033046,PROD00115,2,500.35,1000.7
ITEM00050744,ORD0033047,PROD00545,1,303.42,303.42
ITEM00050745,ORD0033048,PROD00811,3,441.02,1323.06
ITEM00050746,ORD0033048,PROD00528,1,206.46,206.46
ITEM00050747,ORD0033049,PROD00038,1,472.95,472.95
ITEM00050748,ORD0033050,PROD00408,1,369.93,369.93
ITEM00050749,ORD0033050,PROD00553,1,258.52,258.52
ITEM00050750,ORD0033051,PROD00582,3,156.21,468.63
ITEM00050751,ORD0033052,PROD00821,1,468.86,468.86
ITEM00050752,ORD0033053,PROD00647,1,594.3,594.3
ITEM00050753,ORD0033054,PROD00972,1,326.03,326.03
ITEM00050754,ORD0033054,PROD01112,1,134.94,134.94
ITEM00050755,ORD0033055,PROD00763,1,244.73,244.73
ITEM00050756,ORD0033055,PROD00996,2,443.04,886.08
ITEM00050757,ORD0033056,PROD00445,1,352.72,352.72
ITEM00050758,ORD0033056,PROD00165,1,53.8,53.8
ITEM00050759,ORD0033057,PROD01100,1,581.01,581.01
ITEM00050760,ORD0033057,PROD00957,2,486.13,972.26
ITEM00050761,ORD0033058,PROD00932,1,93.35,93.35
ITEM00050762,ORD0033058,PROD00414,2,289.19,578.38
ITEM00050763,ORD0033058,PROD01021,1,222.65,222.65
ITEM00050764,ORD0033059,PROD00303,1,543.97,543.97
ITEM00050765,ORD0033059,PROD00508,1,78.85,78.85
ITEM00050766,ORD0033060,PROD01070,1,84.0,84.0
ITEM00050767,ORD0033060,PROD00963,1,417.79,417.79
ITEM00050768,ORD0033061,PROD00783,3,499.78,1499.34
ITEM00050769,ORD0033062,PROD00256,1,264.29,264.29
ITEM00050770,ORD0033063,PROD01064,1,45.96,45.96
ITEM00050771,ORD0033064,PROD00541,1,177.18,177.18
ITEM00050772,ORD0033064,PROD00138,2,199.49,398.98
ITEM00050773,ORD0033064,PROD00533,1,370.67,370.67
ITEM00050774,ORD0033064,PROD01060,1,490.76,490.76
ITEM00050775,ORD0033065,PROD00177,1,47.22,47.22
ITEM00050776,ORD0033066,PROD00664,1,386.28,386.28
ITEM00050777,ORD0033067,PROD00140,1,413.43,413.43
ITEM00050778,ORD0033067,PROD00259,1,130.22,130.22
ITEM00050779,ORD0033067,PROD00956,1,231.65,231.65
ITEM00050780,ORD0033067,PROD00488,1,489.86,489.86
ITEM00050781,ORD0033068,PROD00950,1,419.6,419.6
ITEM00050782,ORD0033069,PROD00078,1,82.29,82.29
ITEM00050783,ORD0033069,PROD00736,1,269.63,269.63
ITEM00050784,ORD0033069,PROD00679,1,65.27,65.27
ITEM00050785,ORD0033070,PROD01045,1,130.23,130.23
ITEM00050786,ORD0033070,PROD01136,1,168.28,168.28
ITEM00050787,ORD0033071,PROD00177,1,47.22,47.22
ITEM00050788,ORD0033072,PROD00627,1,473.44,473.44
ITEM00050789,ORD0033073,PROD01155,1,372.04,372.04
ITEM00050790,ORD0033074,PROD00169,1,579.06,579.06
