order_id,customer_id,order_date,region,order_status,order_total,is_returned,payment_method
ORD0011983,CUST011180,2025-09-11,Southeast,Delivered,168.19,0,Debit Card
ORD0011984,CUST009414,2025-09-12,Southeast,Delivered,35.97,0,Credit Card
ORD0011985,CUST028103,2025-10-19,Southeast,Delivered,252.29,0,Debit Card
ORD0011986,CUST016748,2025-10-07,Southeast,Delivered,2231.61,0,Credit Card
ORD0011987,CUST002282,2025-02-28,Southeast,Delivered,597.04,0,Credit Card
ORD0011988,CUST028303,2024-06-18,Southeast,Delivered,288.9,0,COD
ORD0011989,CUST009239,2026-05-18,South,Returned,276.18,1,Debit Card
ORD0011990,CUST019794,2026-03-02,Southeast,Returned,675.12,1,Debit Card
ORD0011991,CUST018815,2025-10-31,South,Shipped,445.19,0,Credit Card
ORD0011992,CUST034024,2025-09-01,Southeast,Delivered,331.41,0,Credit Card
ORD0011993,CUST008749,2025-05-23,Southeast,Cancelled,384.77,0,
ORD0011994,CUST005264,2025-02-25,Southeast,Delivered,1114.54,0,Credit Card
ORD0011995,CUST008856,2024-09-05,Southeast,Cancelled,1638.57,0,
ORD0011996,CUST020096,2025-09-27,South,Shipped,492.23,0,Credit Card
ORD0011997,CUST007603,2025-12-28,South,Returned,242.8,1,UPI/Pix
ORD0011998,CUST011815,2025-11-16,Southeast,Delivered,1850.25,0,UPI/Pix
ORD0011999,CUST022846,2023-07-25,Southeast,Returned,363.23,1,UPI/Pix
ORD0012000,CUST004225,2024-03-05,South,Returned,354.15,1,UPI/Pix
ORD0012001,CUST033075,2026-02-19,Southeast,Delivered,288.16,0,UPI/Pix
ORD0012002,CUST018466,2025-09-25,Northeast,Delivered,453.35,0,Credit Card
ORD0012003,CUST016746,2025-12-18,South,Shipped,241.48,0,Wallet
ORD0012004,CUST012523,2025-12-12,South,Delivered,496.86,0,COD
ORD0012005,CUST008637,2026-02-17,Northeast,Delivered,302.28,0,Wallet
ORD0012006,CUST016741,2024-12-11,South,Delivered,238.15,0,Debit Card
ORD0012007,CUST016877,2025-04-29,Southeast,Delivered,297.58,0,Credit Card
ORD0012008,CUST001999,2026-04-18,Southeast,Delivered,1141.87,0,Debit Card
ORD0012009,CUST029460,2025-06-06,Southeast,Delivered,33.26,0,UPI/Pix
ORD0012010,CUST028492,2025-09-04,Southeast,Delivered,558.42,0,Credit Card
ORD0012011,CUST015621,2026-05-18,Southeast,Delivered,281.1,0,Wallet
ORD0012012,CUST011670,2025-08-27,Southeast,Delivered,149.71,0,Credit Card
ORD0012013,CUST017322,2025-08-05,Southeast,Returned,1117.16,1,UPI/Pix
ORD0012014,CUST007751,2024-09-09,Southeast,Cancelled,826.18,0,
ORD0012015,CUST000030,2025-06-25,Southeast,Delivered,256.74,0,Credit Card
ORD0012016,CUST012240,2026-04-12,Central-West,Delivered,166.74,0,Debit Card
ORD0012017,CUST000698,2024-09-25,South,Delivered,597.6,0,Credit Card
ORD0012018,CUST001500,2025-03-02,North,Cancelled,47.62,0,
ORD0012019,CUST001103,2026-05-05,North,Delivered,687.24,0,UPI/Pix
ORD0012020,CUST030598,2026-06-11,Northeast,Delivered,835.58,0,COD
ORD0012021,CUST005212,2025-06-25,Southeast,Shipped,1189.72,0,Credit Card
ORD0012022,CUST008732,2023-10-25,Northeast,Delivered,220.05,0,Credit Card
ORD0012023,CUST017054,2026-05-16,Southeast,Returned,444.1,1,Credit Card
ORD0012024,CUST018365,2024-09-09,Southeast,Delivered,345.46,0,Credit Card
ORD0012025,CUST004466,2025-11-08,Southeast,Delivered,494.74,0,UPI/Pix
ORD0012026,CUST031651,2025-08-22,North,Delivered,492.49,0,Credit Card
ORD0012027,CUST008117,2024-03-13,Northeast,Cancelled,95.14,0,
ORD0012028,CUST032974,2025-07-19,Southeast,Shipped,446.22,0,Credit Card
ORD0012029,CUST008799,2025-05-09,Southeast,Delivered,310.77,0,COD
ORD0012030,CUST000107,2026-01-23,Southeast,Shipped,523.46,0,COD
ORD0012031,CUST034040,2026-04-25,Southeast,Returned,1653.02,1,Credit Card
ORD0012032,CUST016754,2024-07-26,South,Shipped,258.19,0,Credit Card
ORD0012033,CUST030536,2025-02-04,Southeast,Delivered,74.91,0,Credit Card
ORD0012034,CUST025476,2025-05-02,Northeast,Delivered,1631.37,0,Credit Card
ORD0012035,CUST006323,2025-05-21,South,Shipped,222.29,0,Debit Card
ORD0012036,CUST029358,2025-07-14,Southeast,Delivered,261.68,0,Wallet
ORD0012037,CUST001879,2024-12-01,Southeast,Shipped,1863.12,0,UPI/Pix
ORD0012038,CUST017636,2025-06-20,South,Returned,1389.18,1,UPI/Pix
ORD0012039,CUST008726,2025-05-07,Northeast,Cancelled,1032.22,0,
ORD0012040,CUST012460,2024-09-01,Southeast,Delivered,929.82,0,Debit Card
ORD0012041,CUST026227,2023-11-28,North,Delivered,396.53,0,Debit Card
ORD0012042,CUST023653,2025-11-27,South,Delivered,296.41,0,UPI/Pix
ORD0012043,CUST015372,2024-10-23,South,Delivered,368.22,0,Credit Card
ORD0012044,CUST001698,2025-11-07,Southeast,Delivered,281.99,0,UPI/Pix
ORD0012045,CUST001479,2024-06-21,Northeast,Delivered,52.21,0,UPI/Pix
ORD0012046,CUST024242,2024-09-11,South,Delivered,665.3,0,Credit Card
ORD0012047,CUST033208,2026-05-30,North,Delivered,296.07,0,COD
ORD0012048,CUST029453,2026-04-17,Southeast,Returned,774.74,1,Debit Card
ORD0012049,CUST004470,2025-08-22,North,Delivered,166.32,0,Credit Card
ORD0012050,CUST004431,2025-04-02,Northeast,Returned,45.96,1,Wallet
ORD0012051,CUST021288,2025-12-25,Southeast,Shipped,577.17,0,Wallet
ORD0012052,CUST022842,2026-03-08,North,Delivered,562.82,0,Debit Card
ORD0012053,CUST021416,2026-02-07,Southeast,Delivered,960.12,0,Debit Card
ORD0012054,CUST030759,2025-12-18,South,Delivered,226.94,0,UPI/Pix
ORD0012055,CUST008115,2024-02-27,Southeast,Delivered,988.26,0,Credit Card
ORD0012056,CUST006176,2026-02-18,South,Delivered,451.25,0,Wallet
ORD0012057,CUST031832,2026-03-06,Southeast,Cancelled,435.84,0,
ORD0012058,CUST024988,2024-06-22,Southeast,Returned,206.7,1,Debit Card
ORD0012059,CUST024568,2024-09-01,Central-West,Delivered,282.96,0,UPI/Pix
ORD0012060,CUST011601,2025-02-21,Southeast,Returned,805.87,1,COD
ORD0012061,CUST021784,2024-09-09,Central-West,Delivered,179.63,0,Credit Card
ORD0012062,CUST025158,2024-09-12,Southeast,Delivered,539.24,0,Credit Card
ORD0012063,CUST020962,2025-02-02,Southeast,Shipped,759.92,0,Wallet
ORD0012064,CUST025519,2025-10-11,Southeast,Shipped,357.43,0,Credit Card
ORD0012065,CUST020575,2025-11-26,Central-West,Delivered,166.32,0,UPI/Pix
ORD0012066,CUST034373,2025-02-22,Southeast,Shipped,242.2,0,Credit Card
ORD0012067,CUST017113,2026-05-10,Southeast,Delivered,302.28,0,Credit Card
ORD0012068,CUST000446,2026-02-25,Central-West,Shipped,403.68,0,Credit Card
ORD0012069,CUST005910,2025-08-16,Southeast,Cancelled,600.67,0,
ORD0012070,CUST033766,2024-11-28,Southeast,Returned,452.44,1,Credit Card
ORD0012071,CUST016377,2025-11-08,Southeast,Delivered,270.76,0,Debit Card
ORD0012072,CUST004385,2024-01-25,North,Delivered,400.15,0,Credit Card
ORD0012073,CUST005648,2024-09-26,Northeast,Delivered,429.67,0,Debit Card
ORD0012074,CUST001090,2025-06-25,Southeast,Shipped,669.58,0,Debit Card
ORD0012075,CUST007901,2026-03-11,South,Shipped,714.73,0,UPI/Pix
ORD0012076,CUST034567,2025-07-08,Southeast,Returned,176.95,1,Credit Card
ORD0012077,CUST011355,2024-12-20,Northeast,Returned,435.28,1,Credit Card
ORD0012078,CUST008677,2025-01-10,Southeast,Delivered,334.79,0,Wallet
ORD0012079,CUST023192,2025-04-22,Southeast,Delivered,632.33,0,Credit Card
ORD0012080,CUST023294,2025-10-18,Northeast,Returned,401.3,1,Wallet
ORD0012081,CUST033869,2024-03-30,South,Returned,382.64,1,Credit Card
ORD0012082,CUST025272,2025-08-31,Southeast,Delivered,902.64,0,COD
ORD0012083,CUST003982,2025-03-13,Northeast,Returned,644.54,1,UPI/Pix
ORD0012084,CUST034523,2026-03-20,Northeast,Returned,233.36,1,Credit Card
ORD0012085,CUST026019,2025-02-03,South,Shipped,255.33,0,Credit Card
ORD0012086,CUST008886,2025-01-01,Northeast,Shipped,1956.37,0,UPI/Pix
ORD0012087,CUST008951,2025-10-01,Southeast,Delivered,676.56,0,Debit Card
ORD0012088,CUST033626,2026-02-16,North,Delivered,666.05,0,Credit Card
ORD0012089,CUST006819,2025-07-17,North,Delivered,903.47,0,Wallet
ORD0012090,CUST007960,2026-02-03,Southeast,Delivered,621.48,0,Credit Card
ORD0012091,CUST012361,2024-11-26,Northeast,Delivered,617.07,0,Credit Card
ORD0012092,CUST023519,2025-09-16,South,Cancelled,52.71,0,
ORD0012093,CUST014997,2026-06-06,Southeast,Cancelled,406.3,0,
ORD0012094,CUST010770,2026-02-24,South,Delivered,82.29,0,Wallet
ORD0012095,CUST009203,2025-01-15,South,Delivered,321.12,0,Wallet
ORD0012096,CUST004574,2026-06-11,Northeast,Delivered,511.7,0,Credit Card
ORD0012097,CUST018954,2026-04-11,Northeast,Returned,1015.89,1,Credit Card
ORD0012098,CUST009448,2024-09-04,Northeast,Returned,510.92,1,Credit Card
ORD0012099,CUST011464,2025-10-20,Southeast,Delivered,660.28,0,UPI/Pix
ORD0012100,CUST000302,2026-01-20,South,Returned,312.46,1,Credit Card
ORD0012101,CUST018433,2025-02-20,Southeast,Shipped,402.16,0,Debit Card
ORD0012102,CUST024096,2024-11-10,Northeast,Delivered,655.6,0,Credit Card
ORD0012103,CUST032388,2025-07-28,Southeast,Delivered,216.65,0,Credit Card
ORD0012104,CUST006982,2024-09-09,South,Delivered,399.46,0,Debit Card
ORD0012105,CUST032014,2026-03-26,South,Returned,561.31,1,Credit Card
ORD0012106,CUST012440,2025-12-01,Southeast,Cancelled,52.9,0,
ORD0012107,CUST027810,2024-05-29,Southeast,Delivered,53.8,0,Credit Card
ORD0012108,CUST031207,2023-07-20,Southeast,Delivered,60.09,0,Credit Card
ORD0012109,CUST033689,2024-06-22,Northeast,Delivered,33.26,0,Debit Card
ORD0012110,CUST011204,2025-09-07,Northeast,Delivered,164.68,0,Credit Card
ORD0012111,CUST008908,2026-02-01,South,Shipped,201.84,0,COD
ORD0012112,CUST015351,2024-10-13,Southeast,Cancelled,379.79,0,
ORD0012113,CUST019251,2025-06-09,Northeast,Delivered,576.74,0,Credit Card
ORD0012114,CUST023903,2026-04-03,Southeast,Delivered,786.14,0,Credit Card
ORD0012115,CUST023961,2024-10-20,South,Returned,969.21,1,Credit Card
ORD0012116,CUST004239,2026-01-25,Northeast,Returned,99.33,1,UPI/Pix
ORD0012117,CUST021327,2026-01-28,Central-West,Delivered,826.43,0,Wallet
ORD0012118,CUST006039,2024-06-11,Southeast,Returned,526.4,1,Wallet
ORD0012119,CUST024561,2024-12-26,South,Delivered,1592.26,0,Debit Card
ORD0012120,CUST034195,2024-03-09,Southeast,Delivered,474.71,0,Debit Card
ORD0012121,CUST026727,2026-05-25,South,Shipped,302.34,0,Credit Card
ORD0012122,CUST024030,2025-12-20,Central-West,Delivered,3255.41,0,Credit Card
ORD0012123,CUST002742,2026-06-07,Southeast,Delivered,188.5,0,Credit Card
ORD0012124,CUST006470,2025-09-08,Northeast,Delivered,971.22,0,UPI/Pix
ORD0012125,CUST012261,2025-11-20,Central-West,Delivered,995.33,0,Credit Card
ORD0012126,CUST032629,2025-07-15,Southeast,Shipped,877.26,0,Wallet
ORD0012127,CUST011435,2025-10-31,Northeast,Shipped,769.68,0,Debit Card
ORD0012128,CUST028248,2026-03-19,South,Delivered,527.06,0,Wallet
ORD0012129,CUST003765,2025-12-02,South,Cancelled,1478.94,0,
ORD0012130,CUST022999,2026-06-08,Northeast,Delivered,207.4,0,COD
ORD0012131,CUST026969,2026-03-24,Southeast,Delivered,380.61,0,UPI/Pix
ORD0012132,CUST018857,2025-07-15,Southeast,Cancelled,361.3,0,
ORD0012133,CUST026621,2024-11-24,Northeast,Returned,1295.22,1,Wallet
ORD0012134,CUST025042,2026-03-10,South,Delivered,487.18,0,Credit Card
ORD0012135,CUST016555,2026-05-31,Central-West,Delivered,358.33,0,UPI/Pix
ORD0012136,CUST030119,2025-10-16,Southeast,Delivered,1151.77,0,UPI/Pix
ORD0012137,CUST011863,2024-07-22,Northeast,Delivered,1756.92,0,UPI/Pix
ORD0012138,CUST014841,2026-01-28,Southeast,Cancelled,313.99,0,
ORD0012139,CUST018761,2026-06-15,Southeast,Cancelled,441.99,0,
ORD0012140,CUST004797,2024-09-17,Southeast,Delivered,335.56,0,Credit Card
ORD0012141,CUST017963,2026-02-14,Southeast,Delivered,328.32,0,UPI/Pix
ORD0012142,CUST011180,2025-01-10,Southeast,Shipped,540.82,0,Credit Card
ORD0012143,CUST008788,2024-06-29,Northeast,Delivered,682.26,0,Credit Card
ORD0012144,CUST020104,2026-02-17,Southeast,Delivered,487.73,0,Credit Card
ORD0012145,CUST011379,2025-09-09,Southeast,Returned,193.88,1,UPI/Pix
ORD0012146,CUST029775,2025-11-07,South,Returned,46.53,1,Debit Card
ORD0012147,CUST014225,2023-10-12,South,Delivered,300.52,0,Credit Card
ORD0012148,CUST014359,2025-07-27,North,Delivered,996.25,0,UPI/Pix
ORD0012149,CUST034372,2025-12-30,South,Delivered,1392.25,0,UPI/Pix
ORD0012150,CUST011863,2025-11-30,Northeast,Returned,471.36,1,Debit Card
ORD0012151,CUST004817,2024-10-23,North,Cancelled,752.19,0,
ORD0012152,CUST030470,2025-01-22,North,Delivered,257.95,0,Debit Card
ORD0012153,CUST031921,2024-07-29,Southeast,Shipped,1090.03,0,Wallet
ORD0012154,CUST007910,2026-03-21,South,Delivered,166.74,0,Debit Card
ORD0012155,CUST030688,2025-04-13,South,Delivered,255.33,0,UPI/Pix
ORD0012156,CUST017136,2024-09-06,Central-West,Shipped,540.28,0,Credit Card
ORD0012157,CUST001599,2024-12-13,Southeast,Delivered,361.6,0,Wallet
ORD0012158,CUST019043,2024-09-23,Southeast,Delivered,220.03,0,Wallet
ORD0012159,CUST029514,2026-02-01,Central-West,Delivered,708.08,0,Debit Card
ORD0012160,CUST013675,2026-02-13,Central-West,Delivered,371.7,0,Credit Card
ORD0012161,CUST019095,2025-07-25,South,Delivered,217.42,0,Debit Card
ORD0012162,CUST005143,2025-09-15,South,Delivered,234.12,0,Debit Card
ORD0012163,CUST029271,2024-07-03,South,Delivered,156.65,0,Debit Card
ORD0012164,CUST003887,2026-06-23,North,Delivered,244.44,0,Credit Card
ORD0012165,CUST003414,2026-02-12,Southeast,Delivered,425.51,0,Credit Card
ORD0012166,CUST032630,2025-12-09,South,Shipped,178.65,0,UPI/Pix
ORD0012167,CUST030391,2025-05-24,Northeast,Cancelled,768.02,0,
ORD0012168,CUST020047,2025-06-28,Southeast,Delivered,146.19,0,Credit Card
ORD0012169,CUST003867,2025-01-13,Southeast,Delivered,840.07,0,Debit Card
ORD0012170,CUST018939,2025-02-17,Southeast,Delivered,157.98,0,Debit Card
ORD0012171,CUST032065,2026-03-13,Southeast,Delivered,484.66,0,Debit Card
ORD0012172,CUST021349,2025-05-19,Northeast,Returned,269.63,1,Credit Card
ORD0012173,CUST007027,2025-06-13,Southeast,Returned,627.11,1,Credit Card
ORD0012174,CUST031513,2024-11-23,Southeast,Cancelled,30.67,0,
ORD0012175,CUST030118,2026-04-05,Southeast,Cancelled,879.94,0,
ORD0012176,CUST018969,2025-07-20,South,Delivered,252.29,0,UPI/Pix
ORD0012177,CUST029630,2026-05-11,North,Shipped,2312.22,0,Credit Card
ORD0012178,CUST001999,2026-01-29,Southeast,Delivered,237.88,0,UPI/Pix
ORD0012179,CUST016084,2024-08-25,Central-West,Delivered,313.69,0,UPI/Pix
ORD0012180,CUST006323,2026-02-02,South,Cancelled,249.99,0,
ORD0012181,CUST029153,2026-06-16,Southeast,Delivered,1080.21,0,Wallet
ORD0012182,CUST034009,2025-10-20,Northeast,Cancelled,148.36,0,
ORD0012183,CUST032507,2024-08-09,Southeast,Delivered,358.33,0,Credit Card
ORD0012184,CUST017461,2025-04-13,Southeast,Cancelled,217.2,0,
ORD0012185,CUST017808,2024-08-14,Northeast,Delivered,262.11,0,COD
ORD0012186,CUST031615,2026-02-24,Southeast,Cancelled,574.35,0,
ORD0012187,CUST024970,2025-02-22,Southeast,Cancelled,89.46,0,
ORD0012188,CUST002665,2025-11-16,South,Delivered,1568.18,0,Credit Card
ORD0012189,CUST004685,2025-12-05,Northeast,Cancelled,370.63,0,
ORD0012190,CUST033320,2026-05-08,Central-West,Shipped,136.16,0,Credit Card
ORD0012191,CUST012612,2024-11-06,Southeast,Delivered,648.93,0,Credit Card
ORD0012192,CUST006598,2025-11-15,Southeast,Delivered,486.13,0,Credit Card
ORD0012193,CUST025519,2026-02-13,Southeast,Delivered,399.09,0,Wallet
ORD0012194,CUST030584,2025-03-22,Central-West,Shipped,246.01,0,Credit Card
ORD0012195,CUST007250,2024-06-03,Northeast,Shipped,496.42,0,Credit Card
ORD0012196,CUST008677,2024-10-24,Southeast,Delivered,944.6,0,UPI/Pix
ORD0012197,CUST031339,2026-05-06,North,Delivered,636.19,0,UPI/Pix
ORD0012198,CUST000478,2026-06-07,South,Cancelled,566.43,0,
ORD0012199,CUST031605,2025-10-27,North,Delivered,250.42,0,UPI/Pix
ORD0012200,CUST001434,2025-09-17,Northeast,Cancelled,526.33,0,
ORD0012201,CUST003446,2026-04-28,South,Returned,1026.51,1,Credit Card
ORD0012202,CUST029985,2026-03-11,Southeast,Shipped,805.23,0,UPI/Pix
ORD0012203,CUST008677,2025-12-01,Southeast,Delivered,1586.42,0,COD
ORD0012204,CUST007848,2026-05-23,South,Delivered,1228.57,0,UPI/Pix
ORD0012205,CUST029315,2026-06-05,South,Delivered,644.48,0,Debit Card
ORD0012206,CUST018852,2026-01-26,Southeast,Delivered,535.95,0,Wallet
ORD0012207,CUST012058,2026-05-24,Southeast,Cancelled,909.45,0,
ORD0012208,CUST024618,2025-05-08,Southeast,Delivered,651.13,0,UPI/Pix
ORD0012209,CUST028078,2026-06-10,Southeast,Returned,825.23,1,Credit Card
ORD0012210,CUST029999,2024-09-05,Southeast,Shipped,752.84,0,Credit Card
ORD0012211,CUST004350,2026-03-21,South,Delivered,643.19,0,Credit Card
ORD0012212,CUST020308,2024-02-17,Southeast,Delivered,1389.74,0,Debit Card
ORD0012213,CUST023440,2026-03-07,Northeast,Cancelled,71.88,0,
ORD0012214,CUST004225,2025-04-18,South,Cancelled,2216.36,0,
ORD0012215,CUST021276,2025-07-17,Southeast,Delivered,168.53,0,Debit Card
ORD0012216,CUST001181,2024-10-23,Central-West,Delivered,58.31,0,Credit Card
ORD0012217,CUST011863,2025-09-20,Northeast,Delivered,513.0,0,COD
ORD0012218,CUST006176,2024-12-04,South,Shipped,626.99,0,Credit Card
ORD0012219,CUST019526,2026-03-12,Northeast,Delivered,199.13,0,Wallet
ORD0012220,CUST006747,2026-02-23,Northeast,Shipped,213.28,0,Credit Card
ORD0012221,CUST027351,2025-12-15,Southeast,Returned,294.54,1,Credit Card
ORD0012222,CUST004423,2024-11-04,South,Returned,407.91,1,Credit Card
ORD0012223,CUST026243,2024-08-31,Southeast,Delivered,294.54,0,Credit Card
ORD0012224,CUST003581,2024-12-14,South,Cancelled,354.07,0,
ORD0012225,CUST015469,2025-03-20,Northeast,Delivered,518.31,0,Credit Card
ORD0012226,CUST024138,2025-04-09,South,Shipped,206.46,0,Credit Card
ORD0012227,CUST005836,2024-11-04,South,Returned,74.47,1,UPI/Pix
ORD0012228,CUST026090,2026-04-04,Southeast,Returned,120.67,1,Credit Card
ORD0012229,CUST033384,2025-01-23,North,Returned,412.04,1,UPI/Pix
ORD0012230,CUST012826,2024-05-04,Southeast,Shipped,455.79,0,Credit Card
ORD0012231,CUST000008,2024-07-27,North,Delivered,542.17,0,UPI/Pix
ORD0012232,CUST016555,2025-09-06,Central-West,Delivered,197.33,0,UPI/Pix
ORD0012233,CUST031442,2024-01-22,South,Delivered,1404.23,0,Credit Card
ORD0012234,CUST023082,2025-10-05,Northeast,Cancelled,246.0,0,
ORD0012235,CUST024265,2025-10-07,North,Shipped,441.02,0,Debit Card
ORD0012236,CUST027457,2026-01-11,South,Delivered,1158.63,0,COD
ORD0012237,CUST031615,2025-04-23,Southeast,Delivered,47.62,0,Credit Card
ORD0012238,CUST004566,2025-08-18,North,Delivered,274.98,0,Credit Card
ORD0012239,CUST020580,2024-01-16,Northeast,Returned,990.21,1,Debit Card
ORD0012240,CUST030924,2026-02-25,Northeast,Delivered,125.78,0,Wallet
ORD0012241,CUST026890,2025-07-03,Southeast,Shipped,419.6,0,COD
ORD0012242,CUST008677,2025-06-14,Southeast,Delivered,36.49,0,Credit Card
ORD0012243,CUST030432,2025-09-20,Northeast,Returned,195.12,1,Credit Card
ORD0012244,CUST010149,2025-11-04,North,Cancelled,691.36,0,
ORD0012245,CUST014267,2026-03-22,Central-West,Returned,1181.87,1,UPI/Pix
ORD0012246,CUST006525,2026-05-09,Southeast,Delivered,163.38,0,UPI/Pix
ORD0012247,CUST030759,2026-04-28,South,Delivered,412.31,0,UPI/Pix
ORD0012248,CUST003342,2025-07-04,South,Cancelled,1510.13,0,
ORD0012249,CUST034805,2026-02-11,Central-West,Returned,1200.1,1,UPI/Pix
ORD0012250,CUST011353,2025-10-21,Southeast,Delivered,752.88,0,Credit Card
ORD0012251,CUST024540,2026-03-20,Northeast,Delivered,409.44,0,UPI/Pix
ORD0012252,CUST004708,2024-08-27,Southeast,Delivered,85.29,0,Credit Card
ORD0012253,CUST016941,2024-05-18,Northeast,Delivered,246.89,0,UPI/Pix
ORD0012254,CUST001479,2026-04-29,Northeast,Cancelled,664.75,0,
ORD0012255,CUST030521,2026-05-22,Southeast,Delivered,395.51,0,COD
ORD0012256,CUST015568,2025-06-12,Southeast,Shipped,691.83,0,UPI/Pix
ORD0012257,CUST025747,2024-09-02,Southeast,Returned,32.91,1,Credit Card
ORD0012258,CUST031095,2026-03-24,Northeast,Shipped,54.58,0,Credit Card
ORD0012259,CUST002451,2026-01-25,Southeast,Delivered,338.5,0,UPI/Pix
ORD0012260,CUST017824,2026-04-08,Southeast,Cancelled,227.28,0,
ORD0012261,CUST006684,2025-10-06,Southeast,Cancelled,539.19,0,
ORD0012262,CUST002463,2026-06-15,South,Cancelled,881.27,0,
ORD0012263,CUST021588,2025-10-06,South,Cancelled,432.6,0,
ORD0012264,CUST004111,2024-11-10,South,Delivered,86.39,0,COD
ORD0012265,CUST017108,2025-07-06,North,Delivered,410.76,0,Wallet
ORD0012266,CUST006976,2025-05-26,Southeast,Shipped,696.52,0,Credit Card
ORD0012267,CUST007005,2025-04-06,Southeast,Delivered,327.36,0,Credit Card
ORD0012268,CUST018206,2025-12-24,Southeast,Returned,359.94,1,Wallet
ORD0012269,CUST019280,2026-02-05,Southeast,Returned,614.26,1,Credit Card
ORD0012270,CUST000142,2025-10-08,Southeast,Returned,237.65,1,Wallet
ORD0012271,CUST017377,2026-03-27,Southeast,Returned,894.84,1,UPI/Pix
ORD0012272,CUST023233,2026-03-29,South,Returned,444.6,1,UPI/Pix
ORD0012273,CUST023455,2025-12-20,Northeast,Returned,371.31,1,UPI/Pix
ORD0012274,CUST029558,2025-04-15,Northeast,Delivered,248.43,0,UPI/Pix
ORD0012275,CUST031142,2026-06-11,South,Delivered,464.45,0,Credit Card
ORD0012276,CUST021627,2025-05-15,Northeast,Cancelled,184.83,0,
ORD0012277,CUST016691,2024-07-02,Northeast,Delivered,19.68,0,Credit Card
ORD0012278,CUST007176,2025-12-07,South,Returned,1384.97,1,Credit Card
ORD0012279,CUST004625,2026-02-13,Central-West,Returned,249.46,1,Credit Card
ORD0012280,CUST021230,2026-05-24,South,Shipped,613.54,0,UPI/Pix
ORD0012281,CUST033115,2024-08-12,Southeast,Delivered,641.7,0,Credit Card
ORD0012282,CUST009617,2024-07-20,Northeast,Delivered,645.06,0,Credit Card
ORD0012283,CUST003603,2026-01-09,Southeast,Delivered,1058.55,0,Credit Card
ORD0012284,CUST014772,2025-12-04,North,Returned,372.04,1,Credit Card
ORD0012285,CUST000026,2025-05-26,Northeast,Cancelled,302.4,0,
ORD0012286,CUST019209,2025-10-01,Southeast,Shipped,303.42,0,Wallet
ORD0012287,CUST001849,2024-05-29,North,Returned,682.26,1,Credit Card
ORD0012288,CUST032513,2025-07-02,Northeast,Delivered,496.42,0,Wallet
ORD0012289,CUST030267,2025-12-29,Southeast,Cancelled,981.79,0,
ORD0012290,CUST004163,2025-12-25,South,Shipped,280.07,0,Credit Card
ORD0012291,CUST005330,2025-05-16,South,Delivered,154.32,0,UPI/Pix
ORD0012292,CUST033388,2026-03-12,Northeast,Cancelled,637.65,0,
ORD0012293,CUST028241,2025-11-10,North,Shipped,45.86,0,COD
ORD0012294,CUST032966,2026-02-20,Northeast,Cancelled,1209.02,0,
ORD0012295,CUST011571,2026-03-10,Southeast,Delivered,195.52,0,Debit Card
ORD0012296,CUST004019,2025-07-22,Southeast,Delivered,212.25,0,Credit Card
ORD0012297,CUST021395,2025-04-20,Northeast,Delivered,275.98,0,Credit Card
ORD0012298,CUST033833,2025-09-21,South,Cancelled,653.96,0,
ORD0012299,CUST004744,2025-05-19,Central-West,Shipped,72.79,0,Credit Card
ORD0012300,CUST028420,2025-01-13,South,Delivered,129.34,0,Credit Card
ORD0012301,CUST012400,2026-02-08,Southeast,Delivered,584.65,0,Credit Card
ORD0012302,CUST004180,2025-09-09,Southeast,Delivered,531.16,0,UPI/Pix
ORD0012303,CUST016018,2024-10-17,Northeast,Shipped,630.84,0,Wallet
ORD0012304,CUST016989,2024-04-23,North,Delivered,523.54,0,Credit Card
ORD0012305,CUST000342,2025-07-07,South,Delivered,199.13,0,Credit Card
ORD0012306,CUST016543,2026-03-05,Northeast,Delivered,490.76,0,Credit Card
ORD0012307,CUST022458,2024-10-02,Central-West,Delivered,299.95,0,Credit Card
ORD0012308,CUST026531,2025-08-15,Southeast,Returned,492.23,1,Credit Card
ORD0012309,CUST003563,2025-11-13,Southeast,Cancelled,199.73,0,
ORD0012310,CUST030466,2026-04-03,Northeast,Cancelled,308.24,0,
ORD0012311,CUST006034,2024-03-16,Southeast,Delivered,254.52,0,UPI/Pix
ORD0012312,CUST022855,2025-04-12,Southeast,Cancelled,516.77,0,
ORD0012313,CUST019148,2026-02-18,North,Delivered,1362.9,0,Wallet
ORD0012314,CUST030597,2026-03-19,South,Returned,275.36,1,Credit Card
ORD0012315,CUST001431,2025-11-08,South,Cancelled,195.54,0,
ORD0012316,CUST006776,2025-08-29,Southeast,Cancelled,694.76,0,
ORD0012317,CUST004466,2025-08-13,Southeast,Delivered,343.15,0,COD
ORD0012318,CUST011295,2026-05-24,Southeast,Delivered,189.09,0,COD
ORD0012319,CUST011745,2026-05-18,Northeast,Delivered,134.94,0,UPI/Pix
ORD0012320,CUST003229,2026-05-09,Southeast,Delivered,503.75,0,UPI/Pix
ORD0012321,CUST017925,2026-05-03,Southeast,Cancelled,62.66,0,
ORD0012322,CUST004206,2026-03-23,South,Delivered,768.02,0,Debit Card
ORD0012323,CUST002661,2025-05-14,South,Shipped,1423.68,0,Credit Card
ORD0012324,CUST001223,2025-10-22,Southeast,Returned,689.46,1,Credit Card
ORD0012325,CUST032449,2025-10-31,Southeast,Delivered,103.35,0,Debit Card
ORD0012326,CUST013683,2026-03-25,Northeast,Delivered,1899.24,0,Credit Card
